SoilCode,VegCode,EcodistrictCode
ST5S,SP1a,AC6
ST5S,SP2,AC6
ST5S,SP2a,AC6
ST5S,SP3,AC6
ST5S,SP4,AC6
ST5S,SP4a,AC6
ST5S,SP4b,AC6
ST5S,SP5,AC6
ST5S,SP6,AC6
ST5S,SP7,AC6
ST5S,SP8,AC6
ST5S,SP9,AC6
ST5S,TH1,AC13
ST5S,TH1a,AC13
ST5S,TH2,AC13
ST5S,TH2a,AC13
ST5S,TH3,AC13
ST5S,TH5,AC13
ST5S,TH6,AC13
ST5S,TH7,AC13
ST5S,TH8,AC13
ST5S,TH8a,AC13
ST5S,TH9,AC13
ST6,CA1,AC11
ST6,CA2,AC7
ST6,IH1,AC7
ST6,IH1a,AC7
ST6,IH2,AC7
ST6,IH2a,AC7
ST6,IH3,AC14
ST6,IH4,AC11
ST6,IH4a,AC11
ST6,IH5,AC14
ST6,IH6,AC11
ST6,IH6a,AC11
ST6,IH6b,AC11
ST6,IH7,AC14
ST6,IH8,AC6
ST6,IH9,AC11
ST6,KA1,AC14
ST6,KA2,AC14
ST6,KA3,AC14
ST6,KA4,AC14
ST6,MW1,AC14
ST6,MW10,AC7
ST6,MW11,AC7
ST6,MW12,AC7
ST6,MW13,AC14
ST6,MW2,AC14
ST6,MW2a,AC14
ST6,MW3,AC14
ST6,MW4,AC14
ST6,MW4a,AC14
ST6,MW5,AC14
ST6,MW6,AC14
ST6,MW7,AC11
ST6,MW8,AC11
ST6,MW9,AC7
ST6,OF1,AC14
ST6,OF2,AC14
ST6,OF3,AC14
ST6,OF4,AC14
ST6,OF5,AC14
ST6,OF6,AC14
ST6,OF7,AC14
ST6,OF8,AC14
ST6,OF9,AC14
ST6,OW1,AC3
ST6,OW2,AC3
ST6,SH1,AC11
ST6,SH2,AC11
ST6,SH3,AC11
ST6,SH4,AC11
ST6,SH5,AC11
ST6,SH5a,AC11
ST6,SH5b,AC11
ST6,SH6,AC11
ST6,SH7,AC11
ST6,SH8,AC11
ST6,SP1,AC7
ST6,SP10,AC7
ST6,SP1a,AC7
ST6,SP2,AC7
ST6,SP2a,AC7
ST6,SP3,AC7
ST6,SP4,AC7
ST6,SP4a,AC7
ST6,SP4b,AC7
ST6,SP5,AC7
ST6,SP6,AC7
ST6,SP7,AC7
ST6,SP8,AC7
ST6,SP9,AC7
ST6,TH1,AC14
ST6,TH1a,AC14
ST6,TH2,AC14
ST6,TH2a,AC14
ST6,TH3,AC14
ST6,TH4,AC14
ST6,TH6,AC14
ST6,TH7,AC14
ST6,TH8,AC14
ST6,TH8a,AC14
ST6,TH9,AC14
ST6C,CA1,AC11
ST6C,CA2,AC7
ST6C,IH1,AC7
ST6C,IH1a,AC7
ST6C,IH2,AC7
ST6C,IH2a,AC7
ST6C,IH3,AC14
ST6C,IH4,AC11
ST6C,IH4a,AC11
ST6C,IH5,AC14
ST6C,IH6,AC11
ST6C,IH6a,AC11
ST6C,IH6b,AC11
ST6C,IH7,AC14
ST6C,IH8,AC6
ST6C,IH9,AC11
ST6C,KA1,AC14
ST6C,KA2,AC14
ST6C,KA3,AC14
ST6C,KA4,AC14
ST6C,MW1,AC11
ST6C,MW10,AC7
ST6C,MW11,AC7
ST6C,MW12,AC7
ST6C,MW2,AC11
ST6C,MW2a,AC11
ST6C,MW3,AC11
ST6C,MW4,AC11
ST6C,MW4a,AC11
ST6C,MW5,AC11
ST6C,MW6,AC11
ST6C,MW7,AC11
ST6C,MW8,AC11
ST6C,MW9,AC7
ST6C,OF1,AC14
ST6C,OF2,AC14
ST6C,OF3,AC14
ST6C,OF4,AC14
ST6C,OF5,AC14
ST6C,OF6,AC14
ST6C,OF7,AC14
ST6C,OF8,AC14
ST6C,OF9,AC14
ST6C,OW1,AC3
ST6C,OW2,AC3
ST6C,SH1,AC11
ST6C,SH2,AC11
ST6C,SH3,AC11
ST6C,SH4,AC11
ST6C,SH5,AC11
ST6C,SH5a,AC11
ST6C,SH5b,AC11
ST6C,SH6,AC11
ST6C,SH7,AC11
ST6C,SH8,AC11
ST6C,SP1,AC7
ST6C,SP10,AC7
ST6C,SP1a,AC7
ST6C,SP2,AC7
ST6C,SP2a,AC7
ST6C,SP3,AC7
ST6C,SP4,AC7
ST6C,SP4a,AC7
ST6C,SP4b,AC7
ST6C,SP5,AC7
ST6C,SP6,AC7
ST6C,SP7,AC7
ST6C,SP8,AC7
ST6C,SP9,AC7
ST6C,TH1,AC14
ST6C,TH1a,AC14
ST6C,TH2,AC14
ST6C,TH2a,AC14
ST6C,TH3,AC14
ST6C,TH4,AC14
ST6C,TH6,AC14
ST6C,TH7,AC14
ST6C,TH8,AC14
ST6C,TH8a,AC14
ST6C,TH9,AC14
ST6CS,CA1,AC11
ST6CS,CA2,AC7
ST6CS,IH1,AC7
ST6CS,IH1a,AC7
ST6CS,IH2,AC7
ST6CS,IH2a,AC7
ST6CS,IH3,AC14
ST6CS,IH4,AC11
ST6CS,IH4a,AC11
ST6CS,IH5,AC14
ST6CS,IH6,AC11
ST6CS,IH6a,AC11
ST6CS,IH6b,AC11
ST6CS,IH7,AC14
ST6CS,IH8,AC6
ST6CS,IH9,AC11
ST6CS,KA1,AC14
ST6CS,KA2,AC14
ST6CS,KA3,AC14
ST6CS,KA4,AC14
ST6CS,MW1,AC11
ST6CS,MW10,AC7
ST6CS,MW11,AC7
ST6CS,MW12,AC7
ST6CS,MW2,AC11
ST6CS,MW2a,AC11
ST6CS,MW3,AC11
ST6CS,MW4,AC11
ST6CS,MW4a,AC11
ST6CS,MW5,AC11
ST6CS,MW6,AC11
ST6CS,MW7,AC11
ST6CS,MW8,AC11
ST6CS,MW9,AC7
ST6CS,OW1,AC3
ST6CS,OW2,AC3
ST6CS,SH1,AC11
ST6CS,SH2,AC11
ST6CS,SH3,AC11
ST6CS,SH4,AC11
ST6CS,SH5,AC11
ST6CS,SH5a,AC11
ST6CS,SH5b,AC11
ST6CS,SH6,AC11
ST6CS,SH7,AC11
ST6CS,SH8,AC11
ST6CS,SP1,AC7
ST6CS,SP10,AC7
ST6CS,SP1a,AC7
ST6CS,SP2,AC7
ST6CS,SP2a,AC7
ST6CS,SP3,AC7
ST6CS,SP4,AC7
ST6CS,SP4a,AC7
ST6CS,SP4b,AC7
ST6CS,SP5,AC7
ST6CS,SP6,AC7
ST6CS,SP7,AC7
ST6CS,SP8,AC7
ST6CS,SP9,AC7
ST6CS,TH1,AC14
ST6CS,TH1a,AC14
ST6CS,TH2,AC14
ST6CS,TH2a,AC14
ST6CS,TH3,AC14
ST6CS,TH6,AC14
ST6CS,TH7,AC14
ST6CS,TH8,AC14
ST6CS,TH8a,AC14
ST6CS,TH9,AC14
ST6S,CA1,AC11
ST6S,CA2,AC7
ST6S,IH1,AC7
ST6S,IH1a,AC7
ST6S,IH2,AC7
ST6S,IH2a,AC7
ST6S,IH3,AC14
ST6S,IH4,AC11
ST6S,IH4a,AC11
ST6S,IH5,AC14
ST6S,IH6,AC11
ST6S,IH6a,AC11
ST6S,IH6b,AC11
ST6S,IH7,AC14
ST6S,IH8,AC6
ST6S,IH9,AC11
ST6S,KA1,AC14
ST6S,KA2,AC14
ST6S,KA3,AC14
ST6S,KA4,AC14
ST6S,MW1,AC14
ST6S,MW10,AC7
ST6S,MW11,AC7
ST6S,MW12,AC7
ST6S,MW13,AC14
ST6S,MW2,AC14
ST6S,MW2a,AC14
ST6S,MW3,AC14
ST6S,MW4,AC14
ST6S,MW4a,AC14
ST6S,MW5,AC14
ST6S,MW6,AC14
ST6S,MW7,AC11
ST6S,MW8,AC11
ST6S,MW9,AC7
ST6S,OW1,AC3
ST6S,OW2,AC3
ST6S,SH1,AC11
ST6S,SH2,AC11
ST6S,SH3,AC11
ST6S,SH4,AC11
ST6S,SH5,AC11
ST6S,SH5a,AC11
ST6S,SH5b,AC11
ST6S,SH6,AC11
ST6S,SH7,AC11
ST6S,SH8,AC11
ST6S,SP1,AC7
ST6S,SP10,AC7
ST6S,SP1a,AC7
ST6S,SP2,AC7
ST6S,SP2a,AC7
ST6S,SP3,AC7
ST6S,SP4,AC7
ST6S,SP4a,AC7
ST6S,SP4b,AC7
ST6S,SP5,AC7
ST6S,SP6,AC7
ST6S,SP7,AC7
ST6S,SP8,AC7
ST6S,SP9,AC7
ST6S,TH1,AC14
ST6S,TH1a,AC14
ST6S,TH2,AC14
ST6S,TH2a,AC14
ST6S,TH3,AC14
ST6S,TH6,AC14
ST6S,TH7,AC14
ST6S,TH8,AC14
ST6S,TH8a,AC14
ST6S,TH9,AC14
ST7,OF2,AC14
ST7,OF5,AC14
ST7,OF6,AC14
ST7,TH4,AC14
ST7,WC1,AC4
ST7,WC10,AC12
ST7,WC10a,AC12
ST7,WC11,AC4
ST7,WC2,AC4
ST7,WC2a,AC4
ST7,WC3,AC4
ST7,WC4,AC4
ST7,WC5,AC12
ST7,WC6,AC8
ST7,WC7,AC8
ST7,WC7a,AC8
ST7,WC8,AC12
ST7,WC9,AC12
ST7,WD1,AC15
ST7,WD2,AC8
ST7,WD3,AC12
ST7,WD4,AC12
ST7,WD5,AC12
ST7,WM1,AC8
ST7,WM2,AC12
ST7,WM3,AC8
ST7,WM3a,AC8
ST7,WM4,AC12
ST7,WM5,AC15
ST7S,WC1,AC4
ST7S,WC10,AC12
ST7S,WC10a,AC12
ST7S,WC11,AC4
ST7S,WC2,AC4
ST7S,WC2a,AC4
ST7S,WC3,AC4
ST7S,WC4,AC4
ST7S,WC5,AC12
ST7S,WC6,AC8
ST7S,WC7,AC8
ST7S,WC7a,AC8
ST7S,WC8,AC12
ST7S,WC9,AC12
ST7S,WD1,AC15
ST7S,WD2,AC8
ST7S,WD3,AC12
ST7S,WD4,AC12
ST7S,WD5,AC12
ST7S,WM1,AC8
ST7S,WM2,AC12
ST7S,WM3,AC8
ST7S,WM3a,AC8
ST7S,WM4,AC12
ST7S,WM5,AC15
ST8,CA1,AC13
ST8,FP1,AC16
ST8,FP2,AC16
ST8,FP3,AC16
ST8,FP4,AC16
ST8,FP5,AC16
ST8,FP6,AC16
ST8,FP7,AC16
ST8,FP8,AC16
ST8,FP9,AC16
ST8,IH3,AC13
ST8,IH4,AC13
ST8,IH4a,AC13
ST8,IH5,AC13
ST8,IH6,AC13
ST8,IH6a,AC13
ST8,IH6b,AC13
ST8,IH7,AC13
ST8,IH9,AC13
ST8,KA1,AC13
ST8,KA2,AC13
ST8,KA3,AC13
ST8,KA4,AC13
ST8,MW1,AC13
ST8,MW2,AC13
ST8,MW2a,AC13
ST8,MW3,AC13
ST8,MW4,AC13
ST8,MW4a,AC13
ST8,MW5,AC13
ST8,MW6,AC13
ST8,MW7,AC10
ST8,MW8,AC10
ST8,OF1,AC13
ST8,OF3,AC13
ST8,OF4,AC13
ST8,OF5,AC13
ST8,OF6,AC13
ST8,OF7,AC13
ST8,OF8,AC13
ST8,OF9,AC13
ST8,OW5,AC13
ST8,SH1,AC13
ST8,SH2,AC13
ST8,SH3,AC13
ST8,SH5,AC13
ST8,SH5a,AC13
ST8,SH5b,AC13
ST8,SH6,AC13
ST8,SH7,AC13
ST8,SH8,AC13
ST8,TH1,AC13
ST8,TH1a,AC13
ST8,TH2,AC13
ST8,TH2a,AC13
ST8,TH3,AC13
ST8,TH4,AC13
ST8,TH5,AC13
ST8,TH6,AC13
ST8,TH7,AC13
ST8,TH8,AC13
ST8,TH8a,AC13
ST8,TH9,AC13
ST8B,CA1,AC13
ST8B,IH3,AC13
ST8B,IH4,AC13
ST8B,IH4a,AC13
ST8B,IH5,AC13
ST8B,IH6,AC13
ST8B,IH6a,AC13
ST8B,IH6b,AC13
ST8B,IH7,AC13
ST8B,IH9,AC13
ST8B,KA1,AC13
ST8B,KA2,AC13
ST8B,KA3,AC13
ST8B,KA4,AC13
ST8B,MW1,AC13
ST8B,MW2,AC13
ST8B,MW2a,AC13
ST8B,MW3,AC13
ST8B,MW4,AC13
ST8B,MW4a,AC13
ST8B,MW5,AC13
ST8B,MW6,AC13
ST8B,MW7,AC10
ST8B,MW8,AC10
ST8B,OW5,AC13
ST8B,SH1,AC13
ST8B,SH2,AC13
ST8B,SH3,AC13
ST8B,SH5,AC13
ST8B,SH5a,AC13
ST8B,SH5b,AC13
ST8B,SH6,AC13
ST8B,SH7,AC13
ST8B,SH8,AC13
ST8B,TH1,AC13
ST8B,TH1a,AC13
ST8B,TH2,AC13
ST8B,TH2a,AC13
ST8B,TH3,AC13
ST8B,TH4,AC13
ST8B,TH5,AC13
ST8B,TH6,AC13
ST8B,TH7,AC13
ST8B,TH8,AC13
ST8B,TH8a,AC13
ST8B,TH9,AC13
ST8C,CA1,AC10
ST8C,FP1,AC16
ST8C,FP2,AC16
ST8C,FP3,AC16
ST8C,FP4,AC16
ST8C,FP5,AC16
ST8C,FP6,AC16
ST8C,FP7,AC16
ST8C,FP8,AC16
ST8C,FP9,AC16
ST8C,IH4,AC10
ST8C,IH4a,AC10
ST8C,IH6,AC10
ST8C,IH6a,AC10
ST8C,IH6b,AC10
ST8C,IH7,AC10
ST8C,KA1,AC13
ST8C,KA2,AC13
ST8C,KA3,AC13
ST8C,KA4,AC13
ST8C,MW1,AC10
ST8C,MW2,AC10
ST8C,MW2a,AC10
ST8C,MW3,AC10
ST8C,MW4,AC10
ST8C,MW4a,AC10
ST8C,MW5,AC10
ST8C,MW6,AC10
ST8C,MW7,AC10
ST8C,MW8,AC10
ST8C,OF1,AC13
ST8C,OF3,AC13
ST8C,OF4,AC13
ST8C,OF5,AC13
ST8C,OF6,AC13
ST8C,OF7,AC13
ST8C,OF8,AC13
ST8C,OF9,AC13
ST8C,OW5,AC13
ST8C,SH1,AC10
ST8C,SH2,AC10
ST8C,SH3,AC10
ST8C,SH5,AC10
ST8C,SH5b,AC10
ST8C,SH6,AC10
ST8C,SH7,AC10
ST8C,SH8,AC10
ST8C,TH1,AC13
ST8C,TH1a,AC13
ST8C,TH2,AC13
ST8C,TH2a,AC13
ST8C,TH3,AC13
ST8C,TH4,AC13
ST8C,TH5,AC13
ST8C,TH6,AC13
ST8C,TH7,AC13
ST8C,TH8,AC13
ST8C,TH8a,AC13
ST8C,TH9,AC13
ST8CB,CA1,AC10
ST8CB,IH4,AC10
ST8CB,IH4a,AC10
ST8CB,IH6,AC10
ST8CB,IH6a,AC10
ST8CB,IH6b,AC10
ST8CB,IH7,AC10
ST8CB,KA1,AC13
ST8CB,KA2,AC13
ST8CB,KA3,AC13
ST8CB,KA4,AC13
ST8CB,MW1,AC10
ST8CB,MW2,AC10
ST8CB,MW2a,AC10
ST8CB,MW3,AC10
ST8CB,MW4,AC10
ST8CB,MW4a,AC10
ST8CB,MW5,AC10
ST8CB,MW6,AC10
ST8CB,MW7,AC10
ST8CB,MW8,AC10
ST8CB,OW5,AC13
ST8CB,SH1,AC10
ST8CB,SH2,AC10
ST8CB,SH3,AC10
ST8CB,SH5,AC10
ST8CB,SH5b,AC10
ST8CB,SH6,AC10
ST8CB,SH7,AC10
ST8CB,SH8,AC10
ST8CB,TH1,AC13
ST8CB,TH1a,AC13
ST8CB,TH2,AC13
ST8CB,TH2a,AC13
ST8CB,TH3,AC13
ST8CB,TH4,AC13
ST8CB,TH5,AC13
ST8CB,TH6,AC13
ST8CB,TH7,AC13
ST8CB,TH8,AC13
ST8CB,TH8a,AC13
ST8CB,TH9,AC13
ST8CS,CA1,AC10
ST8CS,IH4,AC10
ST8CS,IH4a,AC10
ST8CS,IH6,AC10
ST8CS,IH6a,AC10
ST8CS,IH6b,AC10
ST8CS,IH7,AC10
ST8CS,KA1,AC13
ST8CS,KA2,AC13
ST8CS,KA3,AC13
ST8CS,KA4,AC13
ST8CS,MW1,AC10
ST8CS,MW2,AC10
ST8CS,MW2a,AC10
ST8CS,MW3,AC10
ST8CS,MW4,AC10
ST8CS,MW4a,AC10
ST8CS,MW5,AC10
ST8CS,MW6,AC10
ST8CS,MW7,AC10
ST8CS,MW8,AC10
ST8CS,OW5,AC13
ST8CS,SH1,AC10
ST8CS,SH2,AC10
ST8CS,SH3,AC10
ST8CS,SH5,AC10
ST8CS,SH5b,AC10
ST8CS,SH6,AC10
ST8CS,SH7,AC10
ST8CS,SH8,AC10
ST8CS,TH1,AC13
ST8CS,TH1a,AC13
ST8CS,TH2,AC13
ST8CS,TH2a,AC13
ST8CS,TH3,AC13
ST8CS,TH5,AC13
ST8CS,TH6,AC13
ST8CS,TH7,AC13
ST8CS,TH8,AC13
ST8CS,TH8a,AC13
ST8CS,TH9,AC13
ST8CSB,CA1,AC10
ST8CSB,IH4,AC10
ST8CSB,IH4a,AC10
ST8CSB,IH6,AC10
ST8CSB,IH6a,AC10
ST8CSB,IH6b,AC10
ST8CSB,IH7,AC10
ST8CSB,KA1,AC13
ST8CSB,KA2,AC13
ST8CSB,KA3,AC13
ST8CSB,KA4,AC13
ST8CSB,MW1,AC10
ST8CSB,MW2,AC10
ST8CSB,MW2a,AC10
ST8CSB,MW3,AC10
ST8CSB,MW4,AC10
ST8CSB,MW4a,AC10
ST8CSB,MW5,AC10
ST8CSB,MW6,AC10
ST8CSB,MW7,AC10
ST8CSB,MW8,AC10
ST8CSB,OW5,AC13
ST8CSB,SH1,AC10
ST8CSB,SH2,AC10
ST8CSB,SH3,AC10
ST8CSB,SH5,AC10
ST8CSB,SH5b,AC10
ST8CSB,SH6,AC10
ST8CSB,SH7,AC10
ST8CSB,SH8,AC10
ST8CSB,TH1,AC13
ST8CSB,TH1a,AC13
ST8CSB,TH2,AC13
ST8CSB,TH2a,AC13
ST8CSB,TH3,AC13
ST8CSB,TH5,AC13
ST8CSB,TH6,AC13
ST8CSB,TH7,AC13
ST8CSB,TH8,AC13
ST8CSB,TH8a,AC13
ST8CSB,TH9,AC13
ST8S,CA1,AC13
ST8S,IH3,AC13
ST8S,IH4,AC13
ST8S,IH4a,AC13
ST8S,IH5,AC13
ST8S,IH6,AC13
ST8S,IH6a,AC13
ST8S,IH6b,AC13
ST8S,IH7,AC13
ST8S,IH9,AC13
ST8S,KA1,AC13
ST8S,KA2,AC13
ST8S,KA3,AC13
ST8S,KA4,AC13
ST8S,MW1,AC13
ST8S,MW2,AC13
ST8S,MW2a,AC13
ST8S,MW3,AC13
ST8S,MW4,AC13
ST8S,MW4a,AC13
ST8S,MW5,AC13
ST8S,MW6,AC13
ST8S,MW7,AC10
ST8S,MW8,AC10
ST8S,OW5,AC13
ST8S,SH1,AC13
ST8S,SH2,AC13
ST8S,SH3,AC13
ST8S,SH5,AC13
ST8S,SH5a,AC13
ST8S,SH5b,AC13
ST8S,SH6,AC13
ST8S,SH7,AC13
ST8S,SH8,AC13
ST8S,TH1,AC13
ST8S,TH1a,AC13
ST8S,TH2,AC13
ST8S,TH2a,AC13
ST8S,TH3,AC13
ST8S,TH5,AC13
ST8S,TH6,AC13
ST8S,TH7,AC13
ST8S,TH8,AC13
ST8S,TH8a,AC13
ST8S,TH9,AC13
ST8SB,CA1,AC13
ST8SB,IH3,AC13
ST8SB,IH4,AC13
ST8SB,IH4a,AC13
ST8SB,IH5,AC13
ST8SB,IH6,AC13
ST8SB,IH6a,AC13
ST8SB,IH6b,AC13
ST8SB,IH7,AC13
ST8SB,IH9,AC13
ST8SB,KA1,AC13
ST8SB,KA2,AC13
ST8SB,KA3,AC13
ST8SB,KA4,AC13
ST8SB,MW1,AC13
ST8SB,MW2,AC13
ST8SB,MW2a,AC13
ST8SB,MW3,AC13
ST8SB,MW4,AC13
ST8SB,MW4a,AC13
ST8SB,MW5,AC13
ST8SB,MW6,AC13
ST8SB,MW7,AC10
ST8SB,MW8,AC10
ST8SB,OW5,AC13
ST8SB,SH1,AC13
ST8SB,SH2,AC13
ST8SB,SH3,AC13
ST8SB,SH5,AC13
ST8SB,SH5a,AC13
ST8SB,SH5b,AC13
ST8SB,SH6,AC13
ST8SB,SH7,AC13
ST8SB,SH8,AC13
ST8SB,TH1,AC13
ST8SB,TH1a,AC13
ST8SB,TH2,AC13
ST8SB,TH2a,AC13
ST8SB,TH3,AC13
ST8SB,TH5,AC13
ST8SB,TH6,AC13
ST8SB,TH7,AC13
ST8SB,TH8,AC13
ST8SB,TH8a,AC13
ST8SB,TH9,AC13
ST9,CA1,AC14
ST9,FP1,AC17
ST9,FP2,AC17
ST9,FP3,AC17
ST9,FP4,AC17
ST9,FP5,AC17
ST9,FP6,AC17
ST9,FP7,AC17
ST9,FP8,AC17
ST9,FP9,AC17
ST9,IH3,AC14
ST9,IH4,AC14
ST9,IH4a,AC14
ST9,IH5,AC14
ST9,IH6,AC14
ST9,IH6a,AC14
ST9,IH6b,AC14
ST9,IH7,AC14
ST9,IH9,AC14
ST9,KA1,AC14
ST9,KA2,AC14
ST9,KA3,AC14
ST9,KA4,AC14
ST9,MW1,AC14
ST9,MW13,AC14
ST9,MW2,AC14
ST9,MW2a,AC14
ST9,MW3,AC14
ST9,MW4,AC14
ST9,MW4a,AC14
ST9,MW5,AC14
ST9,MW6,AC14
ST9,MW7,AC11
ST9,MW8,AC11
ST9,OF1,AC14
ST9,OF2,AC14
ST9,OF3,AC14
ST9,OF4,AC14
ST9,OF5,AC14
ST9,OF6,AC14
ST9,OF7,AC14
ST9,OF8,AC14
ST9,OF9,AC14
ST9,OW5,AC14
ST9,SH1,AC14
ST9,SH2,AC14
ST9,SH3,AC14
ST9,SH5,AC14
ST9,SH5a,AC14
ST9,SH5b,AC14
ST9,SH6,AC14
ST9,SH7,AC14
ST9,SH8,AC14
ST9,TH1,AC14
ST9,TH1a,AC14
ST9,TH2,AC14
ST9,TH2a,AC14
ST9,TH3,AC14
ST9,TH4,AC14
ST9,TH6,AC14
ST9,TH7,AC14
ST9,TH8,AC14
ST9,TH8a,AC14
ST9,TH9,AC14
ST9B,CA1,AC14
ST9B,IH3,AC14
ST9B,IH4,AC14
ST9B,IH4a,AC14
ST9B,IH5,AC14
ST9B,IH6,AC14
ST9B,IH6a,AC14
ST9B,IH6b,AC14
ST9B,IH7,AC14
ST9B,IH9,AC14
ST9B,KA1,AC14
ST9B,KA2,AC14
ST9B,KA3,AC14
ST9B,KA4,AC14
ST9B,MW1,AC14
ST9B,MW2,AC14
ST9B,MW2a,AC14
ST9B,MW3,AC14
ST9B,MW4,AC14
ST9B,MW4a,AC14
ST9B,MW5,AC14
ST9B,MW6,AC14
ST9B,MW7,AC11
ST9B,MW8,AC11
ST9B,OW5,AC14
ST9B,SH1,AC14
ST9B,SH2,AC14
ST9B,SH3,AC14
ST9B,SH5,AC14
ST9B,SH5a,AC14
ST9B,SH5b,AC14
ST9B,SH6,AC14
ST9B,SH7,AC14
ST9B,SH8,AC14
ST9B,TH1,AC14
ST9B,TH1a,AC14
ST9B,TH2,AC14
ST9B,TH2a,AC14
ST9B,TH3,AC14
ST9B,TH4,AC14
ST9B,TH6,AC14
ST9B,TH7,AC14
ST9B,TH8,AC14
ST9B,TH8a,AC14
ST9B,TH9,AC14
ST9C,CA1,AC11
ST9C,FP1,AC17
ST9C,FP2,AC17
ST9C,FP3,AC17
ST9C,FP4,AC17
ST9C,FP5,AC17
ST9C,FP6,AC17
ST9C,FP7,AC17
ST9C,FP8,AC17
ST9C,FP9,AC17
ST9C,IH4,AC11
ST9C,IH4a,AC11
ST9C,IH6,AC11
ST9C,IH6a,AC11
ST9C,IH6b,AC11
ST9C,IH7,AC11
ST9C,KA1,AC14
ST9C,KA2,AC14
ST9C,KA3,AC14
ST9C,KA4,AC14
ST9C,MW1,AC11
ST9C,MW2,AC11
ST9C,MW2a,AC11
ST9C,MW3,AC11
ST9C,MW4,AC11
ST9C,MW4a,AC11
ST9C,MW5,AC11
ST9C,MW6,AC11
ST9C,MW7,AC11
ST9C,MW8,AC11
ST9C,OF1,AC14
ST9C,OF2,AC14
ST9C,OF3,AC14
ST9C,OF4,AC14
ST9C,OF5,AC14
ST9C,OF6,AC14
ST9C,OF7,AC14
ST9C,OF8,AC14
ST9C,OF9,AC14
ST9C,OW5,AC14
ST9C,SH1,AC11
ST9C,SH2,AC11
ST9C,SH3,AC11
ST9C,SH5,AC11
ST9C,SH5a,AC11
ST9C,SH5b,AC11
ST9C,SH6,AC11
ST9C,SH7,AC11
ST9C,SH8,AC11
ST9C,TH1,AC14
ST9C,TH1a,AC14
ST9C,TH2,AC14
ST9C,TH2a,AC14
ST9C,TH3,AC14
ST9C,TH4,AC14
ST9C,TH6,AC14
ST9C,TH7,AC14
ST9C,TH8,AC14
ST9C,TH8a,AC14
ST9C,TH9,AC14
ST9CB,CA1,AC11
ST9CB,IH4,AC11
ST9CB,IH4a,AC11
ST9CB,IH6,AC11
ST9CB,IH6a,AC11
ST9CB,IH6b,AC11
ST9CB,IH7,AC11
ST9CB,KA1,AC14
ST9CB,KA2,AC14
ST9CB,KA3,AC14
ST9CB,KA4,AC14
ST9CB,MW1,AC11
ST9CB,MW2,AC11
ST9CB,MW2a,AC11
ST9CB,MW3,AC11
ST9CB,MW4,AC11
ST9CB,MW4a,AC11
ST9CB,MW5,AC11
ST9CB,MW6,AC11
ST9CB,MW7,AC11
ST9CB,MW8,AC11
ST9CB,OW5,AC14
ST9CB,SH1,AC11
ST9CB,SH2,AC11
ST9CB,SH3,AC11
ST9CB,SH5,AC11
ST9CB,SH5a,AC11
ST9CB,SH5b,AC11
ST9CB,SH6,AC11
ST9CB,SH7,AC11
ST9CB,SH8,AC11
ST9CB,TH1,AC14
ST9CB,TH1a,AC14
ST9CB,TH2,AC14
ST9CB,TH2a,AC14
ST9CB,TH3,AC14
ST9CB,TH4,AC14
ST9CB,TH6,AC14
ST9CB,TH7,AC14
ST9CB,TH8,AC14
ST9CB,TH8a,AC14
ST9CB,TH9,AC14
ST9CS,CA1,AC11
ST9CS,IH4,AC11
ST9CS,IH4a,AC11
ST9CS,IH6,AC11
ST9CS,IH6a,AC11
ST9CS,IH6b,AC11
ST9CS,IH7,AC11
ST9CS,KA1,AC14
ST9CS,KA2,AC14
ST9CS,KA3,AC14
ST9CS,KA4,AC14
ST9CS,MW1,AC11
ST9CS,MW2,AC11
ST9CS,MW2a,AC11
ST9CS,MW3,AC11
ST9CS,MW4,AC11
ST9CS,MW4a,AC11
ST9CS,MW5,AC11
ST9CS,MW6,AC11
ST9CS,MW7,AC11
ST9CS,MW8,AC11
ST9CS,OW5,AC14
ST9CS,SH1,AC11
ST9CS,SH2,AC11
ST9CS,SH3,AC11
ST9CS,SH5,AC11
ST9CS,SH5a,AC11
ST9CS,SH5b,AC11
ST9CS,SH6,AC11
ST9CS,SH7,AC11
ST9CS,SH8,AC11
ST9CS,TH1,AC14
ST9CS,TH1a,AC14
ST9CS,TH2,AC14
ST9CS,TH2a,AC14
ST9CS,TH3,AC14
ST9CS,TH6,AC14
ST9CS,TH7,AC14
ST9CS,TH8,AC14
ST9CS,TH8a,AC14
ST9CS,TH9,AC14
ST9CSB,CA1,AC11
ST9CSB,IH4,AC11
ST9CSB,IH4a,AC11
ST9CSB,IH6,AC11
ST9CSB,IH6a,AC11
ST9CSB,IH6b,AC11
ST9CSB,IH7,AC11
ST9CSB,KA1,AC14
ST9CSB,KA2,AC14
ST9CSB,KA3,AC14
ST9CSB,KA4,AC14
ST9CSB,MW1,AC11
ST9CSB,MW2,AC11
ST9CSB,MW2a,AC11
ST9CSB,MW3,AC11
ST9CSB,MW4,AC11
ST9CSB,MW4a,AC11
ST9CSB,MW5,AC11
ST9CSB,MW6,AC11
ST9CSB,MW7,AC11
ST9CSB,MW8,AC11
ST9CSB,OW5,AC14
ST9CSB,SH1,AC11
ST9CSB,SH2,AC11
ST9CSB,SH3,AC11
ST9CSB,SH5,AC11
ST9CSB,SH5a,AC11
ST9CSB,SH5b,AC11
ST9CSB,SH6,AC11
ST9CSB,SH7,AC11
ST9CSB,SH8,AC11
