SoilCode,VegCode,EcodistrictCode
ST9CSB,TH1,AC14
ST9CSB,TH1a,AC14
ST9CSB,TH2,AC14
ST9CSB,TH2a,AC14
ST9CSB,TH3,AC14
ST9CSB,TH6,AC14
ST9CSB,TH7,AC14
ST9CSB,TH8,AC14
ST9CSB,TH8a,AC14
ST9CSB,TH9,AC14
ST9S,CA1,AC14
ST9S,IH3,AC14
ST9S,IH4,AC14
ST9S,IH4a,AC14
ST9S,IH5,AC14
ST9S,IH6,AC14
ST9S,IH6a,AC14
ST9S,IH6b,AC14
ST9S,IH7,AC14
ST9S,IH9,AC14
ST9S,KA1,AC14
ST9S,KA2,AC14
ST9S,KA3,AC14
ST9S,KA4,AC14
ST9S,MW1,AC14
ST9S,MW13,AC14
ST9S,MW2,AC14
ST9S,MW2a,AC14
ST9S,MW3,AC14
ST9S,MW4,AC14
ST9S,MW4a,AC14
ST9S,MW5,AC14
ST9S,MW6,AC14
ST9S,MW7,AC11
ST9S,MW8,AC11
ST9S,OW5,AC14
ST9S,SH1,AC14
ST9S,SH2,AC14
ST9S,SH3,AC14
ST9S,SH5,AC14
ST9S,SH5a,AC14
ST9S,SH5b,AC14
ST9S,SH6,AC14
ST9S,SH7,AC14
ST9S,SH8,AC14
ST9S,TH1,AC14
ST9S,TH1a,AC14
ST9S,TH2,AC14
ST9S,TH2a,AC14
ST9S,TH3,AC14
ST9S,TH6,AC14
ST9S,TH7,AC14
ST9S,TH8,AC14
ST9S,TH8a,AC14
ST9S,TH9,AC14
ST9SB,CA1,AC14
ST9SB,IH3,AC14
ST9SB,IH4,AC14
ST9SB,IH4a,AC14
ST9SB,IH5,AC14
ST9SB,IH6,AC14
ST9SB,IH6a,AC14
ST9SB,IH6b,AC14
ST9SB,IH7,AC14
ST9SB,IH9,AC14
ST9SB,KA1,AC14
ST9SB,KA2,AC14
ST9SB,KA3,AC14
ST9SB,KA4,AC14
ST9SB,MW1,AC14
ST9SB,MW2,AC14
ST9SB,MW2a,AC14
ST9SB,MW3,AC14
ST9SB,MW4,AC14
ST9SB,MW4a,AC14
ST9SB,MW5,AC14
ST9SB,MW6,AC14
ST9SB,MW7,AC11
ST9SB,MW8,AC11
ST9SB,OW5,AC14
ST9SB,SH1,AC14
ST9SB,SH2,AC14
ST9SB,SH3,AC14
ST9SB,SH5,AC14
ST9SB,SH5a,AC14
ST9SB,SH5b,AC14
ST9SB,SH6,AC14
ST9SB,SH7,AC14
ST9SB,SH8,AC14
ST9SB,TH1,AC14
ST9SB,TH1a,AC14
ST9SB,TH2,AC14
ST9SB,TH2a,AC14
ST9SB,TH3,AC14
ST9SB,TH6,AC14
ST9SB,TH7,AC14
ST9SB,TH8,AC14
ST9SB,TH8a,AC14
ST9SB,TH9,AC14
ST1,CB1,MB2
ST1,CB2,MB5
ST1,CB2a,MB5
ST1,CB3,MB5
ST1,CB5,MB1
ST1,CB6,MB1
ST1,HL1,MB5
ST1,HL2,MB5
ST1,HL5,MB5
ST1,HL6,MB1
ST1,OW1,MB1
ST1,OW2,MB1
ST10,WB2,MB10
ST10S,WB2,MB10
ST11,OF1,MB8
ST11,OF4,MB8
ST12,OF1,MB9
ST12,OF2,MB9
ST12,OF4,MB9
ST13,OF2,MB9
ST13,WB2,MB10
ST13S,WB2,MB10
ST14,WB1,MB4
ST14,WB2,MB7
ST14,WB3,MB4
ST14,WC11,MB4
ST14,WC3,MB4
ST14,WC6,MB7
ST14,WC7,MB4
ST14B,WB1,MB4
ST14B,WC11,MB4
ST14B,WC3,MB4
ST14B,WC6,MB7
ST14B,WC7,MB4
ST14S,WB1,MB4
ST14S,WB2,MB7
ST14S,WB3,MB4
ST14S,WC11,MB4
ST14S,WC3,MB4
ST14S,WC6,MB7
ST14S,WC7,MB4
ST14SB,WB1,MB4
ST14SB,WC11,MB4
ST14SB,WC3,MB4
ST14SB,WC6,MB7
ST14SB,WC7,MB4
ST14U,CB1,MB3
ST14U,CB2,MB6
ST14U,CB2a,MB6
ST14U,CB3,MB6
ST14U,CB4,MB6
ST14U,HL1,MB6
ST14U,HL2,MB6
ST14U,HL3,MB9
ST14U,HL4,MB9
ST14U,HL5,MB6
ST14U,HL6,MB3
ST14U,HL7,MB3
ST14UB,CB1,MB3
ST14UB,CB2,MB6
ST14UB,CB2a,MB6
ST14UB,CB3,MB6
ST14UB,CB4,MB6
ST14US,CB1,MB3
ST14US,CB2,MB6
ST14US,CB2a,MB6
ST14US,CB3,MB6
ST14US,CB4,MB6
ST14US,HL1,MB6
ST14US,HL2,MB6
ST14US,HL3,MB9
ST14US,HL4,MB9
ST14US,HL5,MB6
ST14US,HL6,MB3
ST14US,HL7,MB3
ST14USB,CB1,MB3
ST14USB,CB2,MB6
ST14USB,CB2a,MB6
ST14USB,CB3,MB6
ST14USB,CB4,MB6
ST15,CB1,MB2
ST15,CB2,MB5
ST15,CB2a,MB5
ST15,CB3,MB5
ST15,CB4,MB5
ST15,HL1,MB5
ST15,HL2,MB5
ST15,HL3,MB8
ST15,HL4,MB8
ST15,HL5,MB5
ST15,HL6,MB2
ST15,HL7,MB2
ST15,OW1,MB1
ST15,OW2,MB1
ST15B,CB1,MB2
ST15B,CB2,MB5
ST15B,CB2a,MB5
ST15B,CB3,MB5
ST15B,CB4,MB5
ST15B,OW1,MB1
ST15B,OW2,MB1
ST15C,CB1,MB2
ST15C,CB2,MB5
ST15C,CB2a,MB5
ST15C,CB3,MB5
ST15C,CB4,MB5
ST15C,HL1,MB5
ST15C,HL2,MB5
ST15C,HL5,MB5
ST15C,HL6,MB2
ST15C,HL7,MB2
ST15C,OW1,MB1
ST15C,OW2,MB1
ST15CB,CB1,MB2
ST15CB,CB2,MB5
ST15CB,CB2a,MB5
ST15CB,CB3,MB5
ST15CB,CB4,MB5
ST15CB,OW1,MB1
ST15CB,OW2,MB1
ST15CS,CB1,MB2
ST15CS,CB2,MB5
ST15CS,CB2a,MB5
ST15CS,CB3,MB5
ST15CS,CB4,MB5
ST15CS,HL1,MB5
ST15CS,HL2,MB5
ST15CS,HL5,MB5
ST15CS,HL6,MB2
ST15CS,HL7,MB2
ST15CS,OW1,MB1
ST15CS,OW2,MB1
ST15CSB,CB1,MB2
ST15CSB,CB2,MB5
ST15CSB,CB2a,MB5
ST15CSB,CB3,MB5
ST15CSB,CB4,MB5
ST15CSB,OW1,MB1
ST15CSB,OW2,MB1
ST15L,CB1,MB2
ST15L,CB2,MB5
ST15L,CB2a,MB5
ST15L,CB3,MB5
ST15L,CB4,MB5
ST15L,HL1,MB5
ST15L,HL2,MB5
ST15L,HL3,MB8
ST15L,HL4,MB8
ST15L,HL5,MB5
ST15L,HL6,MB2
ST15L,HL7,MB2
ST15L,OW1,MB1
ST15L,OW2,MB1
ST15LB,CB1,MB2
ST15LB,CB2,MB5
ST15LB,CB2a,MB5
ST15LB,CB3,MB5
ST15LB,CB4,MB5
ST15LB,OW1,MB1
ST15LB,OW2,MB1
ST15LS,CB1,MB2
ST15LS,CB2,MB5
ST15LS,CB2a,MB5
ST15LS,CB3,MB5
ST15LS,CB4,MB5
ST15LS,HL1,MB5
ST15LS,HL2,MB5
ST15LS,HL3,MB8
ST15LS,HL4,MB8
ST15LS,HL5,MB5
ST15LS,HL6,MB2
ST15LS,HL7,MB2
ST15LS,OW1,MB1
ST15LS,OW2,MB1
ST15LSB,CB1,MB2
ST15LSB,CB2,MB5
ST15LSB,CB2a,MB5
ST15LSB,CB3,MB5
ST15LSB,CB4,MB5
ST15LSB,OW1,MB1
ST15LSB,OW2,MB1
ST15S,CB1,MB2
ST15S,CB2,MB5
ST15S,CB2a,MB5
ST15S,CB3,MB5
ST15S,CB4,MB5
ST15S,HL1,MB5
ST15S,HL2,MB5
ST15S,HL3,MB8
ST15S,HL4,MB8
ST15S,HL5,MB5
ST15S,HL6,MB2
ST15S,HL7,MB2
ST15S,OW1,MB1
ST15S,OW2,MB1
ST15SB,CB1,MB2
ST15SB,CB2,MB5
ST15SB,CB2a,MB5
ST15SB,CB3,MB5
ST15SB,CB4,MB5
ST15SB,OW1,MB1
ST15SB,OW2,MB1
ST16,CB1,MB3
ST16,CB2,MB6
ST16,CB2a,MB6
ST16,CB3,MB6
ST16,CB4,MB6
ST16,HL1,MB6
ST16,HL2,MB6
ST16,HL3,MB8
ST16,HL4,MB8
ST16,HL5,MB6
ST16,HL6,MB3
ST16,HL7,MB3
ST16,OW1,MB2
ST16,OW2,MB2
ST16B,CB1,MB3
ST16B,CB2,MB6
ST16B,CB2a,MB6
ST16B,CB3,MB6
ST16B,CB4,MB6
ST16B,OW1,MB2
ST16B,OW2,MB2
ST16C,CB1,MB3
ST16C,CB2,MB6
ST16C,CB2a,MB6
ST16C,CB3,MB6
ST16C,CB4,MB6
ST16C,HL1,MB6
ST16C,HL2,MB6
ST16C,HL5,MB6
ST16C,HL6,MB3
ST16C,HL7,MB3
ST16C,OW1,MB2
ST16C,OW2,MB2
ST16CB,CB1,MB3
ST16CB,CB2,MB6
ST16CB,CB2a,MB6
ST16CB,CB3,MB6
ST16CB,CB4,MB6
ST16CB,OW1,MB2
ST16CB,OW2,MB2
ST16CS,CB1,MB3
ST16CS,CB2,MB6
ST16CS,CB2a,MB6
ST16CS,CB3,MB6
ST16CS,CB4,MB6
ST16CS,HL1,MB6
ST16CS,HL2,MB6
ST16CS,HL5,MB6
ST16CS,HL6,MB3
ST16CS,HL7,MB3
ST16CS,OW1,MB2
ST16CS,OW2,MB2
ST16CSB,CB1,MB3
ST16CSB,CB2,MB6
ST16CSB,CB2a,MB6
ST16CSB,CB3,MB6
ST16CSB,CB4,MB6
ST16CSB,OW1,MB2
ST16CSB,OW2,MB2
ST16L,CB1,MB3
ST16L,CB2,MB6
ST16L,CB2a,MB6
ST16L,CB3,MB6
ST16L,CB4,MB6
ST16L,HL1,MB6
ST16L,HL2,MB6
ST16L,HL3,MB9
ST16L,HL4,MB9
ST16L,HL5,MB6
ST16L,HL6,MB3
ST16L,HL7,MB3
ST16L,OW1,MB2
ST16L,OW2,MB2
ST16LB,CB1,MB3
ST16LB,CB2,MB6
ST16LB,CB2a,MB6
ST16LB,CB3,MB6
ST16LB,CB4,MB6
ST16LB,OW1,MB2
ST16LB,OW2,MB2
ST16LS,CB1,MB3
ST16LS,CB2,MB6
ST16LS,CB2a,MB6
ST16LS,CB3,MB6
ST16LS,CB4,MB6
ST16LS,HL1,MB6
ST16LS,HL2,MB6
ST16LS,HL3,MB9
ST16LS,HL4,MB9
ST16LS,HL5,MB6
ST16LS,HL6,MB3
ST16LS,HL7,MB3
ST16LS,OW1,MB2
ST16LS,OW2,MB2
ST16LSB,CB1,MB3
ST16LSB,CB2,MB6
ST16LSB,CB2a,MB6
ST16LSB,CB3,MB6
ST16LSB,CB4,MB6
ST16LSB,OW1,MB2
ST16LSB,OW2,MB2
ST16S,CB1,MB3
ST16S,CB2,MB6
ST16S,CB2a,MB6
ST16S,CB3,MB6
ST16S,CB4,MB6
ST16S,HL1,MB6
ST16S,HL2,MB6
ST16S,HL3,MB8
ST16S,HL4,MB8
ST16S,HL5,MB6
ST16S,HL6,MB3
ST16S,HL7,MB3
ST16S,OW1,MB2
ST16S,OW2,MB2
ST16SB,CB1,MB3
ST16SB,CB2,MB6
ST16SB,CB2a,MB6
ST16SB,CB3,MB6
ST16SB,CB4,MB6
ST16SB,OW1,MB2
ST16SB,OW2,MB2
ST17,CB2,MB5
ST17,CB2a,MB5
ST17,CB3,MB5
ST17,CB4,MB8
ST17S,CB2,MB5
ST17S,CB2a,MB5
ST17S,CB3,MB5
ST17S,CB4,MB8
ST18,CB2,MB6
ST18,CB2a,MB6
ST18,CB3,MB6
ST18,CB4,MB9
ST18S,CB2,MB6
ST18S,CB2a,MB6
ST18S,CB3,MB6
ST18S,CB4,MB9
ST1B,CB1,MB2
ST1B,CB2,MB5
ST1B,CB2a,MB5
ST1B,CB3,MB5
ST1B,OW1,MB1
ST1B,OW2,MB1
ST1S,CB1,MB2
ST1S,CB2,MB5
ST1S,CB2a,MB5
ST1S,CB3,MB5
ST1S,CB5,MB1
ST1S,CB6,MB1
ST1S,HL1,MB5
ST1S,HL2,MB5
ST1S,HL5,MB5
ST1S,HL6,MB1
ST1S,OW1,MB1
ST1S,OW2,MB1
ST1SB,CB1,MB2
ST1SB,CB2,MB5
ST1SB,CB2a,MB5
ST1SB,CB3,MB5
ST1SB,OW1,MB1
ST1SB,OW2,MB1
ST2,CB1,MB2
ST2,CB2,MB5
ST2,CB2a,MB5
ST2,CB3,MB5
ST2,CB4,MB8
ST2,CB5,MB2
ST2,CB6,MB2
ST2,HL1,MB5
ST2,HL2,MB5
ST2,HL3,MB8
ST2,HL4,MB8
ST2,HL5,MB5
ST2,HL6,MB2
ST2,HL7,MB2
ST2,OF1,MB5
ST2,OF4,MB5
ST2,OW1,MB2
ST2,OW2,MB2
ST2B,CB1,MB2
ST2B,CB2,MB5
ST2B,CB2a,MB5
ST2B,CB3,MB5
ST2B,CB4,MB8
ST2B,OW1,MB2
ST2B,OW2,MB2
ST2C,CB1,MB2
ST2C,CB2,MB5
ST2C,CB2a,MB5
ST2C,CB3,MB5
ST2C,CB5,MB2
ST2C,CB6,MB2
ST2C,HL1,MB5
ST2C,HL2,MB5
ST2C,HL5,MB5
ST2C,HL6,MB2
ST2C,HL7,MB2
ST2C,OF1,MB5
ST2C,OF4,MB5
ST2C,OW1,MB2
ST2C,OW2,MB2
ST2CB,CB1,MB2
ST2CB,CB2,MB5
ST2CB,CB2a,MB5
ST2CB,CB3,MB5
ST2CB,OW1,MB2
ST2CB,OW2,MB2
ST2CS,CB1,MB2
ST2CS,CB2,MB5
ST2CS,CB2a,MB5
ST2CS,CB3,MB5
ST2CS,CB5,MB2
ST2CS,CB6,MB2
ST2CS,HL1,MB5
ST2CS,HL2,MB5
ST2CS,HL5,MB5
ST2CS,HL6,MB2
ST2CS,HL7,MB2
ST2CS,OW1,MB2
ST2CS,OW2,MB2
ST2CSB,CB1,MB2
ST2CSB,CB2,MB5
ST2CSB,CB2a,MB5
ST2CSB,CB3,MB5
ST2CSB,OW1,MB2
ST2CSB,OW2,MB2
ST2L,CB1,MB2
ST2L,CB2,MB5
ST2L,CB2a,MB5
ST2L,CB3,MB5
ST2L,CB4,MB8
ST2L,HL1,MB5
ST2L,HL2,MB5
ST2L,HL3,MB8
ST2L,HL4,MB8
ST2L,HL5,MB5
ST2L,HL6,MB2
ST2L,HL7,MB2
ST2L,OF1,MB8
ST2L,OF4,MB8
ST2L,OW1,MB2
ST2L,OW2,MB2
ST2LB,CB1,MB2
ST2LB,CB2,MB5
ST2LB,CB2a,MB5
ST2LB,CB3,MB5
ST2LB,CB4,MB8
ST2LB,OW1,MB2
ST2LB,OW2,MB2
ST2LS,CB1,MB2
ST2LS,CB2,MB5
ST2LS,CB2a,MB5
ST2LS,CB3,MB5
ST2LS,CB4,MB8
ST2LS,HL1,MB5
ST2LS,HL2,MB5
ST2LS,HL3,MB8
ST2LS,HL4,MB8
ST2LS,HL5,MB5
ST2LS,HL6,MB2
ST2LS,HL7,MB2
ST2LS,OW1,MB2
ST2LS,OW2,MB2
ST2LSB,CB1,MB2
ST2LSB,CB2,MB5
ST2LSB,CB2a,MB5
ST2LSB,CB3,MB5
ST2LSB,CB4,MB8
ST2LSB,OW1,MB2
ST2LSB,OW2,MB2
ST2S,CB1,MB2
ST2S,CB2,MB5
ST2S,CB2a,MB5
ST2S,CB3,MB5
ST2S,CB4,MB8
ST2S,CB5,MB2
ST2S,CB6,MB2
ST2S,HL1,MB5
ST2S,HL2,MB5
ST2S,HL3,MB8
ST2S,HL4,MB8
ST2S,HL5,MB5
ST2S,HL6,MB2
ST2S,HL7,MB2
ST2S,OW1,MB2
ST2S,OW2,MB2
ST2SB,CB1,MB2
ST2SB,CB2,MB5
ST2SB,CB2a,MB5
ST2SB,CB3,MB5
ST2SB,CB4,MB8
ST2SB,OW1,MB2
ST2SB,OW2,MB2
ST3,CB1,MB3
ST3,CB2,MB6
ST3,CB2a,MB6
ST3,CB3,MB6
ST3,CB4,MB9
ST3,CB5,MB3
ST3,CB6,MB3
ST3,HL1,MB6
ST3,HL2,MB6
ST3,HL3,MB9
ST3,HL4,MB9
ST3,HL5,MB6
ST3,HL6,MB3
ST3,HL7,MB3
ST3,OF1,MB6
ST3,OF2,MB6
ST3,OF4,MB6
ST3,OW1,MB3
ST3,OW2,MB3
ST3B,CB1,MB3
ST3B,CB2,MB6
ST3B,CB2a,MB6
ST3B,CB3,MB6
ST3B,CB4,MB9
ST3B,OW1,MB3
ST3B,OW2,MB3
ST3C,CB1,MB3
ST3C,CB2,MB6
ST3C,CB2a,MB6
ST3C,CB3,MB6
ST3C,CB5,MB3
ST3C,CB6,MB3
ST3C,HL1,MB6
ST3C,HL2,MB6
ST3C,HL5,MB6
ST3C,HL6,MB3
ST3C,HL7,MB3
ST3C,OF1,MB6
ST3C,OF2,MB6
ST3C,OF4,MB6
ST3C,OW1,MB3
ST3C,OW2,MB3
ST3CB,CB1,MB3
ST3CB,CB2,MB6
ST3CB,CB2a,MB6
ST3CB,CB3,MB6
ST3CB,OW1,MB3
ST3CB,OW2,MB3
ST3CS,CB1,MB3
ST3CS,CB2,MB6
ST3CS,CB2a,MB6
ST3CS,CB3,MB6
ST3CS,CB5,MB3
ST3CS,CB6,MB3
ST3CS,HL1,MB6
ST3CS,HL2,MB6
ST3CS,HL5,MB6
ST3CS,HL6,MB3
ST3CS,HL7,MB3
ST3CS,OW1,MB3
ST3CS,OW2,MB3
ST3CSB,CB1,MB3
ST3CSB,CB2,MB6
ST3CSB,CB2a,MB6
ST3CSB,CB3,MB6
ST3CSB,OW1,MB3
ST3CSB,OW2,MB3
ST3L,CB1,MB3
ST3L,CB2,MB6
ST3L,CB2a,MB6
ST3L,CB3,MB6
ST3L,CB4,MB9
ST3L,HL1,MB6
ST3L,HL2,MB6
ST3L,HL3,MB9
ST3L,HL4,MB9
ST3L,HL5,MB6
ST3L,HL6,MB3
ST3L,HL7,MB3
ST3L,OF1,MB9
ST3L,OF2,MB9
ST3L,OF4,MB9
ST3L,OW1,MB3
ST3L,OW2,MB3
ST3LB,CB1,MB3
ST3LB,CB2,MB6
ST3LB,CB2a,MB6
ST3LB,CB3,MB6
ST3LB,CB4,MB9
ST3LB,OW1,MB3
ST3LB,OW2,MB3
ST3LS,CB1,MB3
ST3LS,CB2,MB6
ST3LS,CB2a,MB6
ST3LS,CB3,MB6
ST3LS,CB4,MB9
ST3LS,HL1,MB6
ST3LS,HL2,MB6
ST3LS,HL3,MB9
ST3LS,HL4,MB9
ST3LS,HL5,MB6
ST3LS,HL6,MB3
ST3LS,HL7,MB3
ST3LS,OW1,MB3
ST3LS,OW2,MB3
ST3LSB,CB1,MB3
ST3LSB,CB2,MB6
ST3LSB,CB2a,MB6
ST3LSB,CB3,MB6
ST3LSB,CB4,MB9
ST3LSB,OW1,MB3
ST3LSB,OW2,MB3
ST3S,CB1,MB3
ST3S,CB2,MB6
ST3S,CB2a,MB6
ST3S,CB3,MB6
ST3S,CB4,MB9
ST3S,CB5,MB3
ST3S,CB6,MB3
ST3S,HL1,MB6
ST3S,HL2,MB6
ST3S,HL3,MB9
ST3S,HL4,MB9
ST3S,HL5,MB6
ST3S,HL6,MB3
ST3S,HL7,MB3
ST3S,OW1,MB3
ST3S,OW2,MB3
ST3SB,CB1,MB3
ST3SB,CB2,MB6
ST3SB,CB2a,MB6
ST3SB,CB3,MB6
ST3SB,CB4,MB9
ST3SB,OW1,MB3
ST3SB,OW2,MB3
ST4,WB1,MB4
ST4,WB2,MB7
ST4,WB3,MB4
ST4,WC11,MB4
ST4,WC3,MB4
ST4,WC6,MB7
ST4,WC7,MB4
ST4B,WB1,MB4
ST4B,WC11,MB4
ST4B,WC3,MB4
ST4B,WC6,MB7
ST4B,WC7,MB4
ST4S,WB1,MB4
ST4S,WB2,MB7
ST4S,WB3,MB4
ST4S,WC11,MB4
ST4S,WC3,MB4
ST4S,WC6,MB7
ST4S,WC7,MB4
ST4SB,WB1,MB4
ST4SB,WC11,MB4
ST4SB,WC3,MB4
ST4SB,WC6,MB7
ST4SB,WC7,MB4
ST5,CB1,MB2
ST5,CB2,MB5
ST5,CB2a,MB5
ST5,CB3,MB5
ST5,CB4,MB8
ST5,HL1,MB5
ST5,HL2,MB5
ST5,HL3,MB8
ST5,HL4,MB8
ST5,HL5,MB5
ST5,HL6,MB2
ST5,HL7,MB2
ST5,OF1,MB8
ST5,OF4,MB8
ST5C,CB1,MB2
ST5C,CB2,MB5
ST5C,CB2a,MB5
ST5C,CB3,MB5
ST5C,CB4,MB8
ST5C,HL1,MB5
ST5C,HL2,MB5
ST5C,HL3,MB8
ST5C,HL4,MB8
ST5C,HL5,MB5
ST5C,HL6,MB2
ST5C,HL7,MB2
ST5C,OF1,MB5
ST5C,OF4,MB5
ST5CS,CB1,MB2
ST5CS,CB2,MB5
ST5CS,CB2a,MB5
ST5CS,CB3,MB5
ST5CS,CB4,MB8
ST5CS,HL1,MB5
ST5CS,HL2,MB5
ST5CS,HL3,MB8
ST5CS,HL4,MB8
ST5CS,HL5,MB5
ST5CS,HL6,MB2
ST5CS,HL7,MB2
ST5S,CB1,MB2
ST5S,CB2,MB5
ST5S,CB2a,MB5
ST5S,CB3,MB5
ST5S,CB4,MB8
ST5S,HL1,MB5
ST5S,HL2,MB5
ST5S,HL3,MB8
ST5S,HL4,MB8
ST5S,HL5,MB5
ST5S,HL6,MB2
ST5S,HL7,MB2
ST6,CB1,MB3
ST6,CB2,MB6
ST6,CB2a,MB6
ST6,CB3,MB6
ST6,CB4,MB9
ST6,HL1,MB6
ST6,HL2,MB6
ST6,HL3,MB9
ST6,HL4,MB9
ST6,HL5,MB6
ST6,HL6,MB3
ST6,HL7,MB3
ST6,OF1,MB9
ST6,OF2,MB9
ST6,OF4,MB9
ST6C,CB1,MB3
ST6C,CB2,MB6
ST6C,CB2a,MB6
ST6C,CB3,MB6
ST6C,CB4,MB9
ST6C,HL1,MB6
ST6C,HL2,MB6
ST6C,HL3,MB9
ST6C,HL4,MB9
ST6C,HL5,MB6
ST6C,HL6,MB3
ST6C,HL7,MB3
ST6C,OF1,MB6
ST6C,OF2,MB6
ST6C,OF4,MB6
ST6CS,CB1,MB3
ST6CS,CB2,MB6
ST6CS,CB2a,MB6
ST6CS,CB3,MB6
ST6CS,CB4,MB9
ST6CS,HL1,MB6
ST6CS,HL2,MB6
ST6CS,HL3,MB9
ST6CS,HL4,MB9
ST6CS,HL5,MB6
ST6CS,HL6,MB3
ST6CS,HL7,MB3
ST6S,CB1,MB3
ST6S,CB2,MB6
ST6S,CB2a,MB6
ST6S,CB3,MB6
ST6S,CB4,MB9
ST6S,HL1,MB6
ST6S,HL2,MB6
ST6S,HL3,MB9
ST6S,HL4,MB9
ST6S,HL5,MB6
ST6S,HL6,MB3
ST6S,HL7,MB3
ST7,OF2,MB9
ST7,WB1,MB4
ST7,WB2,MB7
ST7,WB3,MB4
ST7,WC11,MB4
ST7,WC3,MB4
ST7,WC6,MB7
ST7,WC7,MB4
ST7S,WB1,MB4
ST7S,WB2,MB7
ST7S,WB3,MB4
ST7S,WC11,MB4
ST7S,WC3,MB4
ST7S,WC6,MB7
ST7S,WC7,MB4
ST8,CB2,MB5
ST8,CB2a,MB5
ST8,CB3,MB5
ST8,CB4,MB8
ST8,HL2,MB8
ST8,HL3,MB8
ST8,HL4,MB8
ST8,HL5,MB8
ST8,OF1,MB8
ST8,OF4,MB8
ST8B,CB2,MB5
ST8B,CB2a,MB5
ST8B,CB3,MB5
ST8B,CB4,MB8
ST8C,CB2,MB5
ST8C,CB2a,MB5
ST8C,CB3,MB5
ST8C,CB4,MB8
ST8C,HL2,MB5
ST8C,HL3,MB8
ST8C,HL4,MB8
ST8C,HL5,MB5
ST8C,OF1,MB8
ST8C,OF4,MB8
ST8CB,CB2,MB5
ST8CB,CB2a,MB5
ST8CB,CB3,MB5
ST8CB,CB4,MB8
ST8CS,CB2,MB5
ST8CS,CB2a,MB5
ST8CS,CB3,MB5
ST8CS,CB4,MB8
ST8CS,HL2,MB5
ST8CS,HL3,MB8
ST8CS,HL4,MB8
ST8CS,HL5,MB5
ST8CSB,CB2,MB5
ST8CSB,CB2a,MB5
ST8CSB,CB3,MB5
ST8CSB,CB4,MB8
ST8S,CB2,MB5
ST8S,CB2a,MB5
ST8S,CB3,MB5
ST8S,CB4,MB8
ST8S,HL2,MB8
ST8S,HL3,MB8
ST8S,HL4,MB8
ST8S,HL5,MB8
ST8SB,CB2,MB5
ST8SB,CB2a,MB5
ST8SB,CB3,MB5
ST8SB,CB4,MB8
ST9,CB2,MB6
ST9,CB2a,MB6
ST9,CB3,MB6
ST9,CB4,MB9
ST9,HL2,MB9
ST9,HL3,MB9
ST9,HL4,MB9
ST9,HL5,MB9
ST9,OF1,MB9
ST9,OF2,MB9
ST9,OF4,MB9
ST9B,CB2,MB6
ST9B,CB2a,MB6
ST9B,CB3,MB6
ST9B,CB4,MB9
ST9C,CB2,MB6
ST9C,CB2a,MB6
ST9C,CB3,MB6
ST9C,CB4,MB9
ST9C,HL2,MB6
ST9C,HL3,MB9
ST9C,HL4,MB9
ST9C,HL5,MB6
ST9C,OF1,MB9
ST9C,OF2,MB9
ST9C,OF4,MB9
ST9CB,CB2,MB6
ST9CB,CB2a,MB6
ST9CB,CB3,MB6
ST9CB,CB4,MB9
ST9CS,CB2,MB6
ST9CS,CB2a,MB6
ST9CS,CB3,MB6
ST9CS,CB4,MB9
ST9CS,HL2,MB6
ST9CS,HL3,MB9
ST9CS,HL4,MB9
ST9CS,HL5,MB6
ST9CSB,CB2,MB6
ST9CSB,CB2a,MB6
ST9CSB,CB3,MB6
ST9CSB,CB4,MB9
ST9S,CB2,MB6
ST9S,CB2a,MB6
ST9S,CB3,MB6
ST9S,CB4,MB9
ST9S,HL2,MB9
ST9S,HL3,MB9
ST9S,HL4,MB9
ST9S,HL5,MB9
ST9SB,CB2,MB6
ST9SB,CB2a,MB6
ST9SB,CB3,MB6
ST9SB,CB4,MB9
