ID,SoilCode,VegCode,EcositeCode,EcositeGroup
5622,ST16LS,CB2,MB6,MaritimeBoreal
5623,ST16LS,CB2a,MB6,MaritimeBoreal
5624,ST16LS,CB3,MB6,MaritimeBoreal
5625,ST16LS,CB4,MB6,MaritimeBoreal
5626,ST16LS,HL1,MB6,MaritimeBoreal
5627,ST16LS,HL2,MB6,MaritimeBoreal
5628,ST16LS,HL5,MB6,MaritimeBoreal
5629,ST16LSB,CB2,MB6,MaritimeBoreal
5630,ST16LSB,CB2a,MB6,MaritimeBoreal
5631,ST16LSB,CB3,MB6,MaritimeBoreal
5632,ST16LSB,CB4,MB6,MaritimeBoreal
5633,ST16S,CB2,MB6,MaritimeBoreal
5634,ST16S,CB2a,MB6,MaritimeBoreal
5635,ST16S,CB3,MB6,MaritimeBoreal
5636,ST16S,CB4,MB6,MaritimeBoreal
5637,ST16S,HL1,MB6,MaritimeBoreal
5638,ST16S,HL2,MB6,MaritimeBoreal
5639,ST16S,HL5,MB6,MaritimeBoreal
5640,ST16SB,CB2,MB6,MaritimeBoreal
5641,ST16SB,CB2a,MB6,MaritimeBoreal
5642,ST16SB,CB3,MB6,MaritimeBoreal
5643,ST16SB,CB4,MB6,MaritimeBoreal
5644,ST18,CB2,MB6,MaritimeBoreal
5645,ST18,CB2a,MB6,MaritimeBoreal
5646,ST18,CB3,MB6,MaritimeBoreal
5647,ST18S,CB2,MB6,MaritimeBoreal
5648,ST18S,CB2a,MB6,MaritimeBoreal
5649,ST18S,CB3,MB6,MaritimeBoreal
5650,ST3,CB2,MB6,MaritimeBoreal
5651,ST3,CB2a,MB6,MaritimeBoreal
5652,ST3,CB3,MB6,MaritimeBoreal
5653,ST3,HL1,MB6,MaritimeBoreal
5654,ST3,HL2,MB6,MaritimeBoreal
5655,ST3,HL5,MB6,MaritimeBoreal
5656,ST3,OF1,MB6,MaritimeBoreal
5657,ST3,OF2,MB6,MaritimeBoreal
5658,ST3,OF4,MB6,MaritimeBoreal
5659,ST3B,CB2,MB6,MaritimeBoreal
5660,ST3B,CB2a,MB6,MaritimeBoreal
5661,ST3B,CB3,MB6,MaritimeBoreal
5662,ST3C,CB2,MB6,MaritimeBoreal
5663,ST3C,CB2a,MB6,MaritimeBoreal
5664,ST3C,CB3,MB6,MaritimeBoreal
5665,ST3C,HL1,MB6,MaritimeBoreal
5666,ST3C,HL2,MB6,MaritimeBoreal
5667,ST3C,HL5,MB6,MaritimeBoreal
5668,ST3C,OF1,MB6,MaritimeBoreal
5669,ST3C,OF2,MB6,MaritimeBoreal
5670,ST3C,OF4,MB6,MaritimeBoreal
5671,ST3CB,CB2,MB6,MaritimeBoreal
5672,ST3CB,CB2a,MB6,MaritimeBoreal
5673,ST3CB,CB3,MB6,MaritimeBoreal
5674,ST3CS,CB2,MB6,MaritimeBoreal
5675,ST3CS,CB2a,MB6,MaritimeBoreal
5676,ST3CS,CB3,MB6,MaritimeBoreal
5677,ST3CS,HL1,MB6,MaritimeBoreal
5678,ST3CS,HL2,MB6,MaritimeBoreal
5679,ST3CS,HL5,MB6,MaritimeBoreal
5680,ST3CSB,CB2,MB6,MaritimeBoreal
5681,ST3CSB,CB2a,MB6,MaritimeBoreal
5682,ST3CSB,CB3,MB6,MaritimeBoreal
5683,ST3L,CB2,MB6,MaritimeBoreal
5684,ST3L,CB2a,MB6,MaritimeBoreal
5685,ST3L,CB3,MB6,MaritimeBoreal
5686,ST3L,HL1,MB6,MaritimeBoreal
5687,ST3L,HL2,MB6,MaritimeBoreal
5688,ST3L,HL5,MB6,MaritimeBoreal
5689,ST3LB,CB2,MB6,MaritimeBoreal
5690,ST3LB,CB2a,MB6,MaritimeBoreal
5691,ST3LB,CB3,MB6,MaritimeBoreal
5692,ST3LS,CB2,MB6,MaritimeBoreal
5693,ST3LS,CB2a,MB6,MaritimeBoreal
5694,ST3LS,CB3,MB6,MaritimeBoreal
5695,ST3LS,HL1,MB6,MaritimeBoreal
5696,ST3LS,HL2,MB6,MaritimeBoreal
5697,ST3LS,HL5,MB6,MaritimeBoreal
5698,ST3LSB,CB2,MB6,MaritimeBoreal
5699,ST3LSB,CB2a,MB6,MaritimeBoreal
5700,ST3LSB,CB3,MB6,MaritimeBoreal
5701,ST3S,CB2,MB6,MaritimeBoreal
5702,ST3S,CB2a,MB6,MaritimeBoreal
5703,ST3S,CB3,MB6,MaritimeBoreal
5704,ST3S,HL1,MB6,MaritimeBoreal
5705,ST3S,HL2,MB6,MaritimeBoreal
5706,ST3S,HL5,MB6,MaritimeBoreal
5707,ST3SB,CB2,MB6,MaritimeBoreal
5708,ST3SB,CB2a,MB6,MaritimeBoreal
5709,ST3SB,CB3,MB6,MaritimeBoreal
5710,ST6,CB2,MB6,MaritimeBoreal
5711,ST6,CB2a,MB6,MaritimeBoreal
5712,ST6,CB3,MB6,MaritimeBoreal
5713,ST6,HL1,MB6,MaritimeBoreal
5714,ST6,HL2,MB6,MaritimeBoreal
5715,ST6,HL5,MB6,MaritimeBoreal
5716,ST6C,CB2,MB6,MaritimeBoreal
5717,ST6C,CB2a,MB6,MaritimeBoreal
5718,ST6C,CB3,MB6,MaritimeBoreal
5719,ST6C,HL1,MB6,MaritimeBoreal
5720,ST6C,HL2,MB6,MaritimeBoreal
5721,ST6C,HL5,MB6,MaritimeBoreal
5722,ST6C,OF1,MB6,MaritimeBoreal
5723,ST6C,OF2,MB6,MaritimeBoreal
5724,ST6C,OF4,MB6,MaritimeBoreal
5725,ST6CS,CB2,MB6,MaritimeBoreal
5726,ST6CS,CB2a,MB6,MaritimeBoreal
5727,ST6CS,CB3,MB6,MaritimeBoreal
5728,ST6CS,HL1,MB6,MaritimeBoreal
5729,ST6CS,HL2,MB6,MaritimeBoreal
5730,ST6CS,HL5,MB6,MaritimeBoreal
5731,ST6S,CB2,MB6,MaritimeBoreal
5732,ST6S,CB2a,MB6,MaritimeBoreal
5733,ST6S,CB3,MB6,MaritimeBoreal
5734,ST6S,HL1,MB6,MaritimeBoreal
5735,ST6S,HL2,MB6,MaritimeBoreal
5736,ST6S,HL5,MB6,MaritimeBoreal
5737,ST9,CB2,MB6,MaritimeBoreal
5738,ST9,CB2a,MB6,MaritimeBoreal
5739,ST9,CB3,MB6,MaritimeBoreal
5740,ST9B,CB2,MB6,MaritimeBoreal
5741,ST9B,CB2a,MB6,MaritimeBoreal
5742,ST9B,CB3,MB6,MaritimeBoreal
5743,ST9C,CB2,MB6,MaritimeBoreal
5744,ST9C,CB2a,MB6,MaritimeBoreal
5745,ST9C,CB3,MB6,MaritimeBoreal
5746,ST9C,HL2,MB6,MaritimeBoreal
5747,ST9C,HL5,MB6,MaritimeBoreal
5748,ST9CB,CB2,MB6,MaritimeBoreal
5749,ST9CB,CB2a,MB6,MaritimeBoreal
5750,ST9CB,CB3,MB6,MaritimeBoreal
5751,ST9CS,CB2,MB6,MaritimeBoreal
5752,ST9CS,CB2a,MB6,MaritimeBoreal
5753,ST9CS,CB3,MB6,MaritimeBoreal
5754,ST9CS,HL2,MB6,MaritimeBoreal
5755,ST9CS,HL5,MB6,MaritimeBoreal
5756,ST9CSB,CB2,MB6,MaritimeBoreal
5757,ST9CSB,CB2a,MB6,MaritimeBoreal
5758,ST9CSB,CB3,MB6,MaritimeBoreal
5759,ST9S,CB2,MB6,MaritimeBoreal
5760,ST9S,CB2a,MB6,MaritimeBoreal
5761,ST9S,CB3,MB6,MaritimeBoreal
5762,ST9SB,CB2,MB6,MaritimeBoreal
5763,ST9SB,CB2a,MB6,MaritimeBoreal
5764,ST9SB,CB3,MB6,MaritimeBoreal
5765,ST14,WB2,MB7,MaritimeBoreal
5766,ST14,WC6,MB7,MaritimeBoreal
5767,ST14B,WC6,MB7,MaritimeBoreal
5768,ST14S,WB2,MB7,MaritimeBoreal
5769,ST14S,WC6,MB7,MaritimeBoreal
5770,ST14SB,WC6,MB7,MaritimeBoreal
5771,ST4,WB2,MB7,MaritimeBoreal
5772,ST4,WC6,MB7,MaritimeBoreal
5773,ST4B,WC6,MB7,MaritimeBoreal
5774,ST4S,WB2,MB7,MaritimeBoreal
5775,ST4S,WC6,MB7,MaritimeBoreal
5776,ST4SB,WC6,MB7,MaritimeBoreal
5777,ST7,WB2,MB7,MaritimeBoreal
5778,ST7,WC6,MB7,MaritimeBoreal
5779,ST7S,WB2,MB7,MaritimeBoreal
5780,ST7S,WC6,MB7,MaritimeBoreal
5781,ST11,OF1,MB8,MaritimeBoreal
5782,ST11,OF4,MB8,MaritimeBoreal
5783,ST15,HL3,MB8,MaritimeBoreal
5784,ST15,HL4,MB8,MaritimeBoreal
5785,ST15L,HL3,MB8,MaritimeBoreal
5786,ST15L,HL4,MB8,MaritimeBoreal
5787,ST15LS,HL3,MB8,MaritimeBoreal
5788,ST15LS,HL4,MB8,MaritimeBoreal
5789,ST15S,HL3,MB8,MaritimeBoreal
5790,ST15S,HL4,MB8,MaritimeBoreal
5791,ST16,HL3,MB8,MaritimeBoreal
5792,ST16,HL4,MB8,MaritimeBoreal
5793,ST16S,HL3,MB8,MaritimeBoreal
5794,ST16S,HL4,MB8,MaritimeBoreal
5795,ST17,CB4,MB8,MaritimeBoreal
5796,ST17S,CB4,MB8,MaritimeBoreal
5797,ST2,CB4,MB8,MaritimeBoreal
5798,ST2,HL3,MB8,MaritimeBoreal
5799,ST2,HL4,MB8,MaritimeBoreal
5800,ST2B,CB4,MB8,MaritimeBoreal
5801,ST2L,CB4,MB8,MaritimeBoreal
5802,ST2L,HL3,MB8,MaritimeBoreal
5803,ST2L,HL4,MB8,MaritimeBoreal
5804,ST2L,OF1,MB8,MaritimeBoreal
5805,ST2L,OF4,MB8,MaritimeBoreal
5806,ST2LB,CB4,MB8,MaritimeBoreal
5807,ST2LS,CB4,MB8,MaritimeBoreal
5808,ST2LS,HL3,MB8,MaritimeBoreal
5809,ST2LS,HL4,MB8,MaritimeBoreal
5810,ST2LSB,CB4,MB8,MaritimeBoreal
5811,ST2S,CB4,MB8,MaritimeBoreal
5812,ST2S,HL3,MB8,MaritimeBoreal
5813,ST2S,HL4,MB8,MaritimeBoreal
5814,ST2SB,CB4,MB8,MaritimeBoreal
5815,ST5,CB4,MB8,MaritimeBoreal
5816,ST5,HL3,MB8,MaritimeBoreal
5817,ST5,HL4,MB8,MaritimeBoreal
5818,ST5,OF1,MB8,MaritimeBoreal
5819,ST5,OF4,MB8,MaritimeBoreal
5820,ST5C,CB4,MB8,MaritimeBoreal
5821,ST5C,HL3,MB8,MaritimeBoreal
5822,ST5C,HL4,MB8,MaritimeBoreal
5823,ST5CS,CB4,MB8,MaritimeBoreal
5824,ST5CS,HL3,MB8,MaritimeBoreal
5825,ST5CS,HL4,MB8,MaritimeBoreal
5826,ST5S,CB4,MB8,MaritimeBoreal
5827,ST5S,HL3,MB8,MaritimeBoreal
5828,ST5S,HL4,MB8,MaritimeBoreal
5829,ST8,CB4,MB8,MaritimeBoreal
5830,ST8,HL2,MB8,MaritimeBoreal
5831,ST8,HL3,MB8,MaritimeBoreal
5832,ST8,HL4,MB8,MaritimeBoreal
5833,ST8,HL5,MB8,MaritimeBoreal
5834,ST8,OF1,MB8,MaritimeBoreal
5835,ST8,OF4,MB8,MaritimeBoreal
5836,ST8B,CB4,MB8,MaritimeBoreal
5837,ST8C,CB4,MB8,MaritimeBoreal
5838,ST8C,HL3,MB8,MaritimeBoreal
5839,ST8C,HL4,MB8,MaritimeBoreal
5840,ST8C,OF1,MB8,MaritimeBoreal
5841,ST8C,OF4,MB8,MaritimeBoreal
5842,ST8CB,CB4,MB8,MaritimeBoreal
5843,ST8CS,CB4,MB8,MaritimeBoreal
5844,ST8CS,HL3,MB8,MaritimeBoreal
5845,ST8CS,HL4,MB8,MaritimeBoreal
5846,ST8CSB,CB4,MB8,MaritimeBoreal
5847,ST8S,CB4,MB8,MaritimeBoreal
5848,ST8S,HL2,MB8,MaritimeBoreal
5849,ST8S,HL3,MB8,MaritimeBoreal
5850,ST8S,HL4,MB8,MaritimeBoreal
5851,ST8S,HL5,MB8,MaritimeBoreal
5852,ST8SB,CB4,MB8,MaritimeBoreal
5853,ST12,OF1,MB9,MaritimeBoreal
5854,ST12,OF2,MB9,MaritimeBoreal
5855,ST12,OF4,MB9,MaritimeBoreal
5856,ST13,OF2,MB9,MaritimeBoreal
5857,ST14U,HL3,MB9,MaritimeBoreal
5858,ST14U,HL4,MB9,MaritimeBoreal
5859,ST14US,HL3,MB9,MaritimeBoreal
5860,ST14US,HL4,MB9,MaritimeBoreal
5861,ST16L,HL3,MB9,MaritimeBoreal
5862,ST16L,HL4,MB9,MaritimeBoreal
5863,ST16LS,HL3,MB9,MaritimeBoreal
5864,ST16LS,HL4,MB9,MaritimeBoreal
5865,ST18,CB4,MB9,MaritimeBoreal
5866,ST18S,CB4,MB9,MaritimeBoreal
5867,ST3,CB4,MB9,MaritimeBoreal
5868,ST3,HL3,MB9,MaritimeBoreal
5869,ST3,HL4,MB9,MaritimeBoreal
5870,ST3B,CB4,MB9,MaritimeBoreal
5871,ST3L,CB4,MB9,MaritimeBoreal
5872,ST3L,HL3,MB9,MaritimeBoreal
5873,ST3L,HL4,MB9,MaritimeBoreal
5874,ST3L,OF1,MB9,MaritimeBoreal
5875,ST3L,OF2,MB9,MaritimeBoreal
5876,ST3L,OF4,MB9,MaritimeBoreal
5877,ST3LB,CB4,MB9,MaritimeBoreal
5878,ST3LS,CB4,MB9,MaritimeBoreal
5879,ST3LS,HL3,MB9,MaritimeBoreal
5880,ST3LS,HL4,MB9,MaritimeBoreal
5881,ST3LSB,CB4,MB9,MaritimeBoreal
5882,ST3S,CB4,MB9,MaritimeBoreal
5883,ST3S,HL3,MB9,MaritimeBoreal
5884,ST3S,HL4,MB9,MaritimeBoreal
5885,ST3SB,CB4,MB9,MaritimeBoreal
5886,ST6,CB4,MB9,MaritimeBoreal
5887,ST6,HL3,MB9,MaritimeBoreal
5888,ST6,HL4,MB9,MaritimeBoreal
5889,ST6,OF1,MB9,MaritimeBoreal
5890,ST6,OF2,MB9,MaritimeBoreal
5891,ST6,OF4,MB9,MaritimeBoreal
5892,ST6C,CB4,MB9,MaritimeBoreal
5893,ST6C,HL3,MB9,MaritimeBoreal
5894,ST6C,HL4,MB9,MaritimeBoreal
5895,ST6CS,CB4,MB9,MaritimeBoreal
5896,ST6CS,HL3,MB9,MaritimeBoreal
5897,ST6CS,HL4,MB9,MaritimeBoreal
5898,ST6S,CB4,MB9,MaritimeBoreal
5899,ST6S,HL3,MB9,MaritimeBoreal
5900,ST6S,HL4,MB9,MaritimeBoreal
5901,ST7,OF2,MB9,MaritimeBoreal
5902,ST9,CB4,MB9,MaritimeBoreal
5903,ST9,HL2,MB9,MaritimeBoreal
5904,ST9,HL3,MB9,MaritimeBoreal
5905,ST9,HL4,MB9,MaritimeBoreal
5906,ST9,HL5,MB9,MaritimeBoreal
5907,ST9,OF1,MB9,MaritimeBoreal
5908,ST9,OF2,MB9,MaritimeBoreal
5909,ST9,OF4,MB9,MaritimeBoreal
5910,ST9B,CB4,MB9,MaritimeBoreal
5911,ST9C,CB4,MB9,MaritimeBoreal
5912,ST9C,HL3,MB9,MaritimeBoreal
5913,ST9C,HL4,MB9,MaritimeBoreal
5914,ST9C,OF1,MB9,MaritimeBoreal
5915,ST9C,OF2,MB9,MaritimeBoreal
5916,ST9C,OF4,MB9,MaritimeBoreal
5917,ST9CB,CB4,MB9,MaritimeBoreal
5918,ST9CS,CB4,MB9,MaritimeBoreal
5919,ST9CS,HL3,MB9,MaritimeBoreal
5920,ST9CS,HL4,MB9,MaritimeBoreal
5921,ST9CSB,CB4,MB9,MaritimeBoreal
5922,ST9S,CB4,MB9,MaritimeBoreal
5923,ST9S,HL2,MB9,MaritimeBoreal
5924,ST9S,HL3,MB9,MaritimeBoreal
5925,ST9S,HL4,MB9,MaritimeBoreal
5926,ST9S,HL5,MB9,MaritimeBoreal
5927,ST9SB,CB4,MB9,MaritimeBoreal
