ID,SoilCode,VegCode,EcositeCode,EcositeGroup
1,ST1,OW1,AC1,Acadian
2,ST1,OW2,AC1,Acadian
3,ST1,OW3,AC1,Acadian
4,ST15,OW1,AC1,Acadian
5,ST15,OW2,AC1,Acadian
6,ST15,OW3,AC1,Acadian
7,ST15B,OW1,AC1,Acadian
8,ST15B,OW2,AC1,Acadian
9,ST15B,OW3,AC1,Acadian
10,ST15C,IH8,AC1,Acadian
11,ST15C,OW1,AC1,Acadian
12,ST15C,OW2,AC1,Acadian
13,ST15C,OW3,AC1,Acadian
14,ST15CB,IH8,AC1,Acadian
15,ST15CB,OW1,AC1,Acadian
16,ST15CB,OW2,AC1,Acadian
17,ST15CB,OW3,AC1,Acadian
18,ST15CS,IH8,AC1,Acadian
19,ST15CS,OW1,AC1,Acadian
20,ST15CS,OW2,AC1,Acadian
21,ST15CS,OW3,AC1,Acadian
22,ST15CSB,IH8,AC1,Acadian
23,ST15CSB,OW1,AC1,Acadian
24,ST15CSB,OW2,AC1,Acadian
25,ST15CSB,OW3,AC1,Acadian
26,ST15L,OW1,AC1,Acadian
27,ST15L,OW2,AC1,Acadian
28,ST15L,OW3,AC1,Acadian
29,ST15LB,OW1,AC1,Acadian
30,ST15LB,OW2,AC1,Acadian
31,ST15LB,OW3,AC1,Acadian
32,ST15LS,OW1,AC1,Acadian
33,ST15LS,OW2,AC1,Acadian
34,ST15LS,OW3,AC1,Acadian
35,ST15LSB,OW1,AC1,Acadian
36,ST15LSB,OW2,AC1,Acadian
37,ST15LSB,OW3,AC1,Acadian
38,ST15S,OW1,AC1,Acadian
39,ST15S,OW2,AC1,Acadian
40,ST15S,OW3,AC1,Acadian
41,ST15SB,OW1,AC1,Acadian
42,ST15SB,OW2,AC1,Acadian
43,ST15SB,OW3,AC1,Acadian
44,ST1B,OW1,AC1,Acadian
45,ST1B,OW2,AC1,Acadian
46,ST1B,OW3,AC1,Acadian
47,ST1S,OW1,AC1,Acadian
48,ST1S,OW2,AC1,Acadian
49,ST1S,OW3,AC1,Acadian
50,ST1SB,OW1,AC1,Acadian
51,ST1SB,OW2,AC1,Acadian
52,ST1SB,OW3,AC1,Acadian
53,ST16,CA1,AC10,Acadian
54,ST16,IH7,AC10,Acadian
55,ST16,KA1,AC10,Acadian
56,ST16,KA2,AC10,Acadian
57,ST16,KA3,AC10,Acadian
58,ST16,KA4,AC10,Acadian
59,ST16,MW1,AC10,Acadian
60,ST16,MW2,AC10,Acadian
61,ST16,MW2a,AC10,Acadian
62,ST16,MW3,AC10,Acadian
63,ST16,MW4,AC10,Acadian
64,ST16,MW4a,AC10,Acadian
65,ST16,MW5,AC10,Acadian
66,ST16,MW6,AC10,Acadian
67,ST16,MW7,AC10,Acadian
68,ST16,MW8,AC10,Acadian
69,ST16,SH1,AC10,Acadian
70,ST16,SH2,AC10,Acadian
71,ST16,SH3,AC10,Acadian
72,ST16,SH4,AC10,Acadian
73,ST16,SH5,AC10,Acadian
74,ST16,SH5a,AC10,Acadian
75,ST16,SH5b,AC10,Acadian
76,ST16,SH6,AC10,Acadian
77,ST16,SH7,AC10,Acadian
78,ST16,SH8,AC10,Acadian
79,ST16,TH1,AC10,Acadian
80,ST16,TH1a,AC10,Acadian
81,ST16,TH2,AC10,Acadian
82,ST16,TH2a,AC10,Acadian
83,ST16,TH3,AC10,Acadian
84,ST16,TH6,AC10,Acadian
85,ST16,TH7,AC10,Acadian
86,ST16,TH8,AC10,Acadian
87,ST16,TH8a,AC10,Acadian
88,ST16,TH9,AC10,Acadian
89,ST16B,CA1,AC10,Acadian
90,ST16B,IH7,AC10,Acadian
91,ST16B,KA1,AC10,Acadian
92,ST16B,KA2,AC10,Acadian
93,ST16B,KA3,AC10,Acadian
94,ST16B,KA4,AC10,Acadian
95,ST16B,MW1,AC10,Acadian
96,ST16B,MW2,AC10,Acadian
97,ST16B,MW2a,AC10,Acadian
98,ST16B,MW3,AC10,Acadian
99,ST16B,MW4,AC10,Acadian
100,ST16B,MW4a,AC10,Acadian
101,ST16B,MW5,AC10,Acadian
102,ST16B,MW6,AC10,Acadian
103,ST16B,MW7,AC10,Acadian
104,ST16B,MW8,AC10,Acadian
105,ST16B,SH1,AC10,Acadian
106,ST16B,SH2,AC10,Acadian
107,ST16B,SH3,AC10,Acadian
108,ST16B,SH4,AC10,Acadian
109,ST16B,SH5,AC10,Acadian
110,ST16B,SH5a,AC10,Acadian
111,ST16B,SH5b,AC10,Acadian
112,ST16B,SH6,AC10,Acadian
113,ST16B,SH7,AC10,Acadian
114,ST16B,SH8,AC10,Acadian
115,ST16B,TH1,AC10,Acadian
116,ST16B,TH1a,AC10,Acadian
117,ST16B,TH2,AC10,Acadian
118,ST16B,TH2a,AC10,Acadian
119,ST16B,TH3,AC10,Acadian
120,ST16B,TH6,AC10,Acadian
121,ST16B,TH7,AC10,Acadian
122,ST16B,TH8,AC10,Acadian
123,ST16B,TH8a,AC10,Acadian
124,ST16B,TH9,AC10,Acadian
125,ST16C,CA1,AC10,Acadian
126,ST16C,SH4,AC10,Acadian
127,ST16C,SH5,AC10,Acadian
128,ST16C,SH5b,AC10,Acadian
129,ST16C,SH6,AC10,Acadian
130,ST16CB,CA1,AC10,Acadian
131,ST16CB,SH4,AC10,Acadian
132,ST16CB,SH5,AC10,Acadian
133,ST16CB,SH5b,AC10,Acadian
134,ST16CB,SH6,AC10,Acadian
135,ST16CS,CA1,AC10,Acadian
136,ST16CS,SH4,AC10,Acadian
137,ST16CS,SH5,AC10,Acadian
138,ST16CS,SH5b,AC10,Acadian
139,ST16CS,SH6,AC10,Acadian
140,ST16CSB,CA1,AC10,Acadian
141,ST16CSB,SH4,AC10,Acadian
142,ST16CSB,SH5,AC10,Acadian
143,ST16CSB,SH5b,AC10,Acadian
144,ST16CSB,SH6,AC10,Acadian
145,ST16L,CA1,AC10,Acadian
146,ST16L,IH7,AC10,Acadian
147,ST16L,KA1,AC10,Acadian
148,ST16L,KA2,AC10,Acadian
149,ST16L,KA3,AC10,Acadian
150,ST16L,KA4,AC10,Acadian
151,ST16L,MW1,AC10,Acadian
152,ST16L,MW2,AC10,Acadian
153,ST16L,MW2a,AC10,Acadian
154,ST16L,MW3,AC10,Acadian
155,ST16L,MW4,AC10,Acadian
156,ST16L,MW4a,AC10,Acadian
157,ST16L,MW5,AC10,Acadian
158,ST16L,MW6,AC10,Acadian
159,ST16L,MW7,AC10,Acadian
160,ST16L,MW8,AC10,Acadian
161,ST16L,SH1,AC10,Acadian
162,ST16L,SH2,AC10,Acadian
163,ST16L,SH3,AC10,Acadian
164,ST16L,SH4,AC10,Acadian
165,ST16L,SH5,AC10,Acadian
166,ST16L,SH5a,AC10,Acadian
167,ST16L,SH5b,AC10,Acadian
168,ST16L,SH6,AC10,Acadian
169,ST16L,SH7,AC10,Acadian
170,ST16L,SH8,AC10,Acadian
171,ST16L,TH1,AC10,Acadian
172,ST16L,TH1a,AC10,Acadian
173,ST16L,TH2,AC10,Acadian
174,ST16L,TH2a,AC10,Acadian
175,ST16L,TH3,AC10,Acadian
176,ST16L,TH6,AC10,Acadian
177,ST16L,TH7,AC10,Acadian
178,ST16L,TH8,AC10,Acadian
179,ST16L,TH8a,AC10,Acadian
180,ST16L,TH9,AC10,Acadian
181,ST16LB,CA1,AC10,Acadian
182,ST16LB,IH7,AC10,Acadian
183,ST16LB,KA1,AC10,Acadian
184,ST16LB,KA2,AC10,Acadian
185,ST16LB,KA3,AC10,Acadian
186,ST16LB,KA4,AC10,Acadian
187,ST16LB,MW1,AC10,Acadian
188,ST16LB,MW2,AC10,Acadian
189,ST16LB,MW2a,AC10,Acadian
190,ST16LB,MW3,AC10,Acadian
191,ST16LB,MW4,AC10,Acadian
192,ST16LB,MW4a,AC10,Acadian
193,ST16LB,MW5,AC10,Acadian
194,ST16LB,MW6,AC10,Acadian
195,ST16LB,MW7,AC10,Acadian
196,ST16LB,MW8,AC10,Acadian
197,ST16LB,SH1,AC10,Acadian
198,ST16LB,SH2,AC10,Acadian
199,ST16LB,SH3,AC10,Acadian
200,ST16LB,SH4,AC10,Acadian
201,ST16LB,SH5,AC10,Acadian
202,ST16LB,SH5a,AC10,Acadian
203,ST16LB,SH5b,AC10,Acadian
204,ST16LB,SH6,AC10,Acadian
205,ST16LB,SH7,AC10,Acadian
206,ST16LB,SH8,AC10,Acadian
207,ST16LB,TH1,AC10,Acadian
208,ST16LB,TH1a,AC10,Acadian
209,ST16LB,TH2,AC10,Acadian
210,ST16LB,TH2a,AC10,Acadian
211,ST16LB,TH3,AC10,Acadian
212,ST16LB,TH6,AC10,Acadian
213,ST16LB,TH7,AC10,Acadian
214,ST16LB,TH8,AC10,Acadian
215,ST16LB,TH8a,AC10,Acadian
216,ST16LB,TH9,AC10,Acadian
217,ST16LS,CA1,AC10,Acadian
218,ST16LS,IH7,AC10,Acadian
219,ST16LS,KA1,AC10,Acadian
220,ST16LS,KA2,AC10,Acadian
221,ST16LS,KA3,AC10,Acadian
222,ST16LS,KA4,AC10,Acadian
223,ST16LS,MW1,AC10,Acadian
224,ST16LS,MW2,AC10,Acadian
225,ST16LS,MW2a,AC10,Acadian
226,ST16LS,MW3,AC10,Acadian
227,ST16LS,MW4,AC10,Acadian
228,ST16LS,MW4a,AC10,Acadian
229,ST16LS,MW5,AC10,Acadian
230,ST16LS,MW6,AC10,Acadian
231,ST16LS,MW7,AC10,Acadian
232,ST16LS,MW8,AC10,Acadian
233,ST16LS,SH4,AC10,Acadian
234,ST16LSB,CA1,AC10,Acadian
235,ST16LSB,IH7,AC10,Acadian
236,ST16LSB,KA1,AC10,Acadian
237,ST16LSB,KA2,AC10,Acadian
238,ST16LSB,KA3,AC10,Acadian
239,ST16LSB,KA4,AC10,Acadian
240,ST16LSB,MW1,AC10,Acadian
241,ST16LSB,MW2,AC10,Acadian
242,ST16LSB,MW2a,AC10,Acadian
243,ST16LSB,MW3,AC10,Acadian
244,ST16LSB,MW4,AC10,Acadian
245,ST16LSB,MW4a,AC10,Acadian
246,ST16LSB,MW5,AC10,Acadian
247,ST16LSB,MW6,AC10,Acadian
248,ST16LSB,MW7,AC10,Acadian
249,ST16LSB,MW8,AC10,Acadian
250,ST16LSB,SH4,AC10,Acadian
251,ST16S,CA1,AC10,Acadian
252,ST16S,IH7,AC10,Acadian
253,ST16S,KA1,AC10,Acadian
254,ST16S,KA2,AC10,Acadian
255,ST16S,KA3,AC10,Acadian
256,ST16S,KA4,AC10,Acadian
257,ST16S,MW1,AC10,Acadian
258,ST16S,MW2,AC10,Acadian
259,ST16S,MW2a,AC10,Acadian
260,ST16S,MW3,AC10,Acadian
261,ST16S,MW4,AC10,Acadian
262,ST16S,MW4a,AC10,Acadian
263,ST16S,MW5,AC10,Acadian
264,ST16S,MW6,AC10,Acadian
265,ST16S,MW7,AC10,Acadian
266,ST16S,MW8,AC10,Acadian
267,ST16S,SH4,AC10,Acadian
268,ST16SB,CA1,AC10,Acadian
269,ST16SB,IH7,AC10,Acadian
270,ST16SB,KA1,AC10,Acadian
271,ST16SB,KA2,AC10,Acadian
272,ST16SB,KA3,AC10,Acadian
273,ST16SB,KA4,AC10,Acadian
274,ST16SB,MW1,AC10,Acadian
275,ST16SB,MW2,AC10,Acadian
276,ST16SB,MW2a,AC10,Acadian
277,ST16SB,MW3,AC10,Acadian
278,ST16SB,MW4,AC10,Acadian
279,ST16SB,MW4a,AC10,Acadian
280,ST16SB,MW5,AC10,Acadian
281,ST16SB,MW6,AC10,Acadian
282,ST16SB,MW7,AC10,Acadian
283,ST16SB,MW8,AC10,Acadian
284,ST16SB,SH4,AC10,Acadian
285,ST16SB,SH5,AC10,Acadian
286,ST16SB,SH5b,AC10,Acadian
287,ST16SB,SH6,AC10,Acadian
288,ST18,CA1,AC10,Acadian
289,ST18,KA1,AC10,Acadian
290,ST18,KA2,AC10,Acadian
291,ST18,KA3,AC10,Acadian
292,ST18,KA4,AC10,Acadian
293,ST18,MW1,AC10,Acadian
294,ST18,MW2,AC10,Acadian
295,ST18,MW2a,AC10,Acadian
296,ST18,MW3,AC10,Acadian
297,ST18,MW4,AC10,Acadian
298,ST18,MW4a,AC10,Acadian
299,ST18,MW5,AC10,Acadian
300,ST18,MW6,AC10,Acadian
301,ST18,MW7,AC10,Acadian
302,ST18,MW8,AC10,Acadian
303,ST18,SH5,AC10,Acadian
304,ST18,SH5a,AC10,Acadian
305,ST18,SH5b,AC10,Acadian
306,ST18,SH6,AC10,Acadian
307,ST18,SH7,AC10,Acadian
308,ST18,SH8,AC10,Acadian
309,ST18,TH1,AC10,Acadian
310,ST18,TH1a,AC10,Acadian
311,ST18,TH2,AC10,Acadian
312,ST18,TH2a,AC10,Acadian
313,ST18,TH3,AC10,Acadian
314,ST18,TH6,AC10,Acadian
315,ST18,TH7,AC10,Acadian
316,ST18,TH8,AC10,Acadian
317,ST18,TH8a,AC10,Acadian
318,ST18,TH9,AC10,Acadian
319,ST18S,CA1,AC10,Acadian
320,ST18S,KA1,AC10,Acadian
321,ST18S,KA2,AC10,Acadian
322,ST18S,KA3,AC10,Acadian
323,ST18S,KA4,AC10,Acadian
324,ST18S,MW1,AC10,Acadian
325,ST18S,MW2,AC10,Acadian
326,ST18S,MW2a,AC10,Acadian
327,ST18S,MW3,AC10,Acadian
328,ST18S,MW4,AC10,Acadian
329,ST18S,MW4a,AC10,Acadian
330,ST18S,MW5,AC10,Acadian
331,ST18S,MW6,AC10,Acadian
332,ST18S,MW7,AC10,Acadian
333,ST18S,MW8,AC10,Acadian
334,ST18S,SH5,AC10,Acadian
335,ST18S,SH5a,AC10,Acadian
336,ST18S,SH5b,AC10,Acadian
337,ST18S,SH6,AC10,Acadian
338,ST18S,SH7,AC10,Acadian
339,ST18S,SH8,AC10,Acadian
340,ST18S,TH1,AC10,Acadian
341,ST18S,TH1a,AC10,Acadian
342,ST18S,TH2,AC10,Acadian
343,ST18S,TH2a,AC10,Acadian
344,ST18S,TH3,AC10,Acadian
345,ST18S,TH6,AC10,Acadian
346,ST18S,TH7,AC10,Acadian
347,ST18S,TH8,AC10,Acadian
348,ST18S,TH8a,AC10,Acadian
349,ST18S,TH9,AC10,Acadian
350,ST2,CA1,AC10,Acadian
351,ST2,IH3,AC10,Acadian
352,ST2,IH4,AC10,Acadian
353,ST2,IH4a,AC10,Acadian
354,ST2,IH5,AC10,Acadian
355,ST2,IH6,AC10,Acadian
356,ST2,IH6a,AC10,Acadian
357,ST2,IH6b,AC10,Acadian
358,ST2,IH7,AC10,Acadian
359,ST2,IH9,AC10,Acadian
360,ST2,KA1,AC10,Acadian
361,ST2,KA2,AC10,Acadian
362,ST2,KA3,AC10,Acadian
363,ST2,KA4,AC10,Acadian
364,ST2,MW1,AC10,Acadian
365,ST2,MW2,AC10,Acadian
366,ST2,MW2a,AC10,Acadian
367,ST2,MW3,AC10,Acadian
368,ST2,MW4,AC10,Acadian
369,ST2,MW4a,AC10,Acadian
370,ST2,MW5,AC10,Acadian
371,ST2,MW6,AC10,Acadian
372,ST2,MW7,AC10,Acadian
373,ST2,MW8,AC10,Acadian
374,ST2,OF1,AC10,Acadian
375,ST2,OF3,AC10,Acadian
376,ST2,OF4,AC10,Acadian
377,ST2,OF5,AC10,Acadian
378,ST2,OF7,AC10,Acadian
379,ST2,OF8,AC10,Acadian
380,ST2,OF9,AC10,Acadian
381,ST2,OW4,AC10,Acadian
382,ST2,SH1,AC10,Acadian
383,ST2,SH2,AC10,Acadian
384,ST2,SH3,AC10,Acadian
385,ST2,SH4,AC10,Acadian
386,ST2,SH5,AC10,Acadian
387,ST2,SH5a,AC10,Acadian
388,ST2,SH5b,AC10,Acadian
389,ST2,SH6,AC10,Acadian
390,ST2,SH7,AC10,Acadian
391,ST2,SH8,AC10,Acadian
392,ST2B,CA1,AC10,Acadian
393,ST2B,IH3,AC10,Acadian
394,ST2B,IH4,AC10,Acadian
395,ST2B,IH4a,AC10,Acadian
396,ST2B,IH5,AC10,Acadian
397,ST2B,IH6,AC10,Acadian
398,ST2B,IH6a,AC10,Acadian
399,ST2B,IH6b,AC10,Acadian
400,ST2B,IH7,AC10,Acadian
401,ST2B,IH9,AC10,Acadian
402,ST2B,KA1,AC10,Acadian
403,ST2B,KA2,AC10,Acadian
404,ST2B,KA3,AC10,Acadian
405,ST2B,KA4,AC10,Acadian
406,ST2B,MW1,AC10,Acadian
407,ST2B,MW2,AC10,Acadian
408,ST2B,MW2a,AC10,Acadian
409,ST2B,MW3,AC10,Acadian
410,ST2B,MW4,AC10,Acadian
411,ST2B,MW4a,AC10,Acadian
412,ST2B,MW5,AC10,Acadian
413,ST2B,MW6,AC10,Acadian
414,ST2B,MW7,AC10,Acadian
415,ST2B,MW8,AC10,Acadian
416,ST2B,OW4,AC10,Acadian
417,ST2B,SH1,AC10,Acadian
418,ST2B,SH2,AC10,Acadian
419,ST2B,SH3,AC10,Acadian
420,ST2B,SH4,AC10,Acadian
421,ST2B,SH5,AC10,Acadian
422,ST2B,SH5a,AC10,Acadian
423,ST2B,SH5b,AC10,Acadian
424,ST2B,SH6,AC10,Acadian
425,ST2B,SH7,AC10,Acadian
426,ST2B,SH8,AC10,Acadian
427,ST2C,CA1,AC10,Acadian
428,ST2C,IH4,AC10,Acadian
429,ST2C,IH4a,AC10,Acadian
430,ST2C,IH6,AC10,Acadian
431,ST2C,IH6a,AC10,Acadian
432,ST2C,IH6b,AC10,Acadian
433,ST2C,IH7,AC10,Acadian
434,ST2C,MW1,AC10,Acadian
435,ST2C,MW2,AC10,Acadian
436,ST2C,MW2a,AC10,Acadian
437,ST2C,MW3,AC10,Acadian
438,ST2C,MW4,AC10,Acadian
439,ST2C,MW4a,AC10,Acadian
440,ST2C,MW5,AC10,Acadian
441,ST2C,MW6,AC10,Acadian
442,ST2C,MW7,AC10,Acadian
443,ST2C,MW8,AC10,Acadian
444,ST2C,SH1,AC10,Acadian
445,ST2C,SH2,AC10,Acadian
446,ST2C,SH3,AC10,Acadian
447,ST2C,SH4,AC10,Acadian
448,ST2C,SH5,AC10,Acadian
449,ST2C,SH5b,AC10,Acadian
450,ST2C,SH6,AC10,Acadian
451,ST2C,SH7,AC10,Acadian
452,ST2C,SH8,AC10,Acadian
453,ST2C,TH1,AC10,Acadian
454,ST2C,TH1a,AC10,Acadian
455,ST2C,TH2,AC10,Acadian
456,ST2C,TH2a,AC10,Acadian
457,ST2C,TH5,AC10,Acadian
458,ST2C,TH6,AC10,Acadian
459,ST2C,TH7,AC10,Acadian
460,ST2C,TH8,AC10,Acadian
461,ST2C,TH8a,AC10,Acadian
462,ST2C,TH9,AC10,Acadian
463,ST2CB,CA1,AC10,Acadian
464,ST2CB,IH4,AC10,Acadian
465,ST2CB,IH4a,AC10,Acadian
466,ST2CB,IH6,AC10,Acadian
467,ST2CB,IH6a,AC10,Acadian
468,ST2CB,IH6b,AC10,Acadian
469,ST2CB,IH7,AC10,Acadian
470,ST2CB,MW1,AC10,Acadian
471,ST2CB,MW2,AC10,Acadian
472,ST2CB,MW2a,AC10,Acadian
473,ST2CB,MW3,AC10,Acadian
474,ST2CB,MW4,AC10,Acadian
475,ST2CB,MW4a,AC10,Acadian
476,ST2CB,MW5,AC10,Acadian
477,ST2CB,MW6,AC10,Acadian
478,ST2CB,MW7,AC10,Acadian
479,ST2CB,MW8,AC10,Acadian
480,ST2CB,SH1,AC10,Acadian
481,ST2CB,SH2,AC10,Acadian
482,ST2CB,SH3,AC10,Acadian
483,ST2CB,SH4,AC10,Acadian
484,ST2CB,SH5,AC10,Acadian
485,ST2CB,SH5b,AC10,Acadian
486,ST2CB,SH6,AC10,Acadian
487,ST2CB,SH7,AC10,Acadian
488,ST2CB,SH8,AC10,Acadian
489,ST2CB,TH1,AC10,Acadian
490,ST2CB,TH1a,AC10,Acadian
491,ST2CB,TH2,AC10,Acadian
492,ST2CB,TH2a,AC10,Acadian
493,ST2CB,TH5,AC10,Acadian
494,ST2CB,TH6,AC10,Acadian
495,ST2CB,TH7,AC10,Acadian
496,ST2CB,TH8,AC10,Acadian
497,ST2CB,TH8a,AC10,Acadian
498,ST2CB,TH9,AC10,Acadian
499,ST2CS,CA1,AC10,Acadian
500,ST2CS,IH4,AC10,Acadian
501,ST2CS,IH4a,AC10,Acadian
502,ST2CS,IH6,AC10,Acadian
503,ST2CS,IH6a,AC10,Acadian
504,ST2CS,IH6b,AC10,Acadian
505,ST2CS,IH7,AC10,Acadian
506,ST2CS,MW1,AC10,Acadian
507,ST2CS,MW2,AC10,Acadian
508,ST2CS,MW2a,AC10,Acadian
509,ST2CS,MW3,AC10,Acadian
510,ST2CS,MW4,AC10,Acadian
511,ST2CS,MW4a,AC10,Acadian
512,ST2CS,MW5,AC10,Acadian
513,ST2CS,MW6,AC10,Acadian
514,ST2CS,MW7,AC10,Acadian
515,ST2CS,MW8,AC10,Acadian
516,ST2CS,SH1,AC10,Acadian
517,ST2CS,SH2,AC10,Acadian
518,ST2CS,SH3,AC10,Acadian
519,ST2CS,SH4,AC10,Acadian
520,ST2CS,SH5,AC10,Acadian
521,ST2CS,SH5b,AC10,Acadian
522,ST2CS,SH6,AC10,Acadian
523,ST2CS,SH7,AC10,Acadian
524,ST2CS,SH8,AC10,Acadian
525,ST2CS,TH1,AC10,Acadian
526,ST2CS,TH1a,AC10,Acadian
527,ST2CS,TH2,AC10,Acadian
528,ST2CS,TH2a,AC10,Acadian
529,ST2CS,TH5,AC10,Acadian
530,ST2CS,TH6,AC10,Acadian
531,ST2CS,TH7,AC10,Acadian
532,ST2CS,TH8,AC10,Acadian
533,ST2CS,TH8a,AC10,Acadian
534,ST2CS,TH9,AC10,Acadian
535,ST2CSB,CA1,AC10,Acadian
536,ST2CSB,IH4,AC10,Acadian
537,ST2CSB,IH4a,AC10,Acadian
538,ST2CSB,IH6,AC10,Acadian
539,ST2CSB,IH6a,AC10,Acadian
540,ST2CSB,IH6b,AC10,Acadian
541,ST2CSB,IH7,AC10,Acadian
542,ST2CSB,MW1,AC10,Acadian
543,ST2CSB,MW2,AC10,Acadian
544,ST2CSB,MW2a,AC10,Acadian
545,ST2CSB,MW3,AC10,Acadian
546,ST2CSB,MW4,AC10,Acadian
547,ST2CSB,MW4a,AC10,Acadian
548,ST2CSB,MW5,AC10,Acadian
549,ST2CSB,MW6,AC10,Acadian
550,ST2CSB,MW7,AC10,Acadian
551,ST2CSB,MW8,AC10,Acadian
552,ST2CSB,SH1,AC10,Acadian
553,ST2CSB,SH2,AC10,Acadian
554,ST2CSB,SH3,AC10,Acadian
555,ST2CSB,SH4,AC10,Acadian
556,ST2CSB,SH5,AC10,Acadian
557,ST2CSB,SH5b,AC10,Acadian
558,ST2CSB,SH6,AC10,Acadian
559,ST2CSB,SH7,AC10,Acadian
560,ST2CSB,SH8,AC10,Acadian
561,ST2CSB,TH1,AC10,Acadian
562,ST2CSB,TH1a,AC10,Acadian
563,ST2CSB,TH2,AC10,Acadian
564,ST2CSB,TH2a,AC10,Acadian
565,ST2CSB,TH5,AC10,Acadian
566,ST2CSB,TH6,AC10,Acadian
567,ST2CSB,TH7,AC10,Acadian
568,ST2CSB,TH8,AC10,Acadian
569,ST2CSB,TH8a,AC10,Acadian
570,ST2CSB,TH9,AC10,Acadian
571,ST2L,CA1,AC10,Acadian
572,ST2L,IH4,AC10,Acadian
573,ST2L,IH4a,AC10,Acadian
574,ST2L,IH6,AC10,Acadian
575,ST2L,IH6a,AC10,Acadian
576,ST2L,IH6b,AC10,Acadian
577,ST2L,IH9,AC10,Acadian
578,ST2L,MW7,AC10,Acadian
579,ST2L,MW8,AC10,Acadian
580,ST2L,OW4,AC10,Acadian
581,ST2L,SH1,AC10,Acadian
582,ST2L,SH2,AC10,Acadian
583,ST2L,SH3,AC10,Acadian
584,ST2L,SH4,AC10,Acadian
585,ST2L,SH5,AC10,Acadian
586,ST2L,SH5a,AC10,Acadian
587,ST2L,SH5b,AC10,Acadian
588,ST2L,SH6,AC10,Acadian
589,ST2L,SH7,AC10,Acadian
590,ST2L,SH8,AC10,Acadian
591,ST2LB,CA1,AC10,Acadian
592,ST2LB,IH4,AC10,Acadian
593,ST2LB,IH4a,AC10,Acadian
594,ST2LB,IH6,AC10,Acadian
595,ST2LB,IH6a,AC10,Acadian
596,ST2LB,IH6b,AC10,Acadian
597,ST2LB,IH9,AC10,Acadian
598,ST2LB,MW7,AC10,Acadian
599,ST2LB,MW8,AC10,Acadian
600,ST2LB,OW4,AC10,Acadian
601,ST2LB,SH1,AC10,Acadian
602,ST2LB,SH2,AC10,Acadian
603,ST2LB,SH3,AC10,Acadian
604,ST2LB,SH4,AC10,Acadian
605,ST2LB,SH5,AC10,Acadian
606,ST2LB,SH5a,AC10,Acadian
607,ST2LB,SH5b,AC10,Acadian
608,ST2LB,SH6,AC10,Acadian
609,ST2LB,SH7,AC10,Acadian
610,ST2LB,SH8,AC10,Acadian
611,ST2LS,CA1,AC10,Acadian
612,ST2LS,IH4,AC10,Acadian
613,ST2LS,IH4a,AC10,Acadian
614,ST2LS,IH6,AC10,Acadian
615,ST2LS,IH6a,AC10,Acadian
616,ST2LS,IH6b,AC10,Acadian
617,ST2LS,IH9,AC10,Acadian
618,ST2LS,MW7,AC10,Acadian
619,ST2LS,MW8,AC10,Acadian
620,ST2LS,OW4,AC10,Acadian
621,ST2LS,SH1,AC10,Acadian
622,ST2LS,SH2,AC10,Acadian
623,ST2LS,SH3,AC10,Acadian
624,ST2LS,SH4,AC10,Acadian
625,ST2LS,SH5,AC10,Acadian
626,ST2LS,SH5a,AC10,Acadian
627,ST2LS,SH5b,AC10,Acadian
628,ST2LS,SH6,AC10,Acadian
629,ST2LS,SH7,AC10,Acadian
630,ST2LS,SH8,AC10,Acadian
631,ST2LSB,CA1,AC10,Acadian
632,ST2LSB,IH4,AC10,Acadian
633,ST2LSB,IH4a,AC10,Acadian
634,ST2LSB,IH6,AC10,Acadian
635,ST2LSB,IH6a,AC10,Acadian
636,ST2LSB,IH6b,AC10,Acadian
637,ST2LSB,IH9,AC10,Acadian
638,ST2LSB,MW7,AC10,Acadian
639,ST2LSB,MW8,AC10,Acadian
640,ST2LSB,OW4,AC10,Acadian
641,ST2LSB,SH1,AC10,Acadian
642,ST2LSB,SH2,AC10,Acadian
643,ST2LSB,SH3,AC10,Acadian
644,ST2LSB,SH4,AC10,Acadian
645,ST2LSB,SH5,AC10,Acadian
646,ST2LSB,SH5a,AC10,Acadian
647,ST2LSB,SH5b,AC10,Acadian
648,ST2LSB,SH6,AC10,Acadian
649,ST2LSB,SH7,AC10,Acadian
650,ST2LSB,SH8,AC10,Acadian
651,ST2S,CA1,AC10,Acadian
652,ST2S,IH3,AC10,Acadian
653,ST2S,IH4,AC10,Acadian
654,ST2S,IH4a,AC10,Acadian
655,ST2S,IH5,AC10,Acadian
656,ST2S,IH6,AC10,Acadian
657,ST2S,IH6a,AC10,Acadian
658,ST2S,IH6b,AC10,Acadian
659,ST2S,IH7,AC10,Acadian
660,ST2S,IH9,AC10,Acadian
661,ST2S,KA1,AC10,Acadian
662,ST2S,KA2,AC10,Acadian
663,ST2S,KA3,AC10,Acadian
664,ST2S,KA4,AC10,Acadian
665,ST2S,MW1,AC10,Acadian
666,ST2S,MW2,AC10,Acadian
667,ST2S,MW2a,AC10,Acadian
668,ST2S,MW3,AC10,Acadian
669,ST2S,MW4,AC10,Acadian
670,ST2S,MW4a,AC10,Acadian
671,ST2S,MW5,AC10,Acadian
672,ST2S,MW6,AC10,Acadian
673,ST2S,MW7,AC10,Acadian
674,ST2S,MW8,AC10,Acadian
675,ST2S,OW4,AC10,Acadian
676,ST2S,SH1,AC10,Acadian
677,ST2S,SH2,AC10,Acadian
678,ST2S,SH3,AC10,Acadian
