Veg,Soil,Eco,Group
TH7,ST2LSB,AC13,AC
TH8,ST2LSB,AC13,AC
TH8a,ST2LSB,AC13,AC
TH9,ST2LSB,AC13,AC
CA1,ST2S,AC10,AC
CA2,ST2S,AC6,AC
IH1,ST2S,AC6,AC
IH1a,ST2S,AC6,AC
IH2,ST2S,AC6,AC
IH2a,ST2S,AC6,AC
IH3,ST2S,AC10,AC
IH4,ST2S,AC10,AC
IH4a,ST2S,AC10,AC
IH5,ST2S,AC10,AC
IH6,ST2S,AC10,AC
IH6a,ST2S,AC10,AC
IH6b,ST2S,AC10,AC
IH7,ST2S,AC10,AC
IH8,ST2S,AC6,AC
IH9,ST2S,AC10,AC
KA1,ST2S,AC10,AC
KA2,ST2S,AC10,AC
KA3,ST2S,AC10,AC
KA4,ST2S,AC10,AC
MW1,ST2S,AC10,AC
MW10,ST2S,AC6,AC
MW11,ST2S,AC6,AC
MW12,ST2S,AC6,AC
MW2,ST2S,AC10,AC
MW2a,ST2S,AC10,AC
MW3,ST2S,AC10,AC
MW4,ST2S,AC10,AC
MW4a,ST2S,AC10,AC
MW5,ST2S,AC10,AC
MW6,ST2S,AC10,AC
MW7,ST2S,AC10,AC
MW8,ST2S,AC10,AC
MW9,ST2S,AC6,AC
OW1,ST2S,AC2,AC
OW2,ST2S,AC2,AC
OW3,ST2S,AC2,AC
OW4,ST2S,AC10,AC
SH1,ST2S,AC10,AC
SH2,ST2S,AC10,AC
SH3,ST2S,AC10,AC
SH4,ST2S,AC10,AC
SH5,ST2S,AC10,AC
SH5a,ST2S,AC10,AC
SH5b,ST2S,AC10,AC
SH6,ST2S,AC10,AC
SH7,ST2S,AC10,AC
SH8,ST2S,AC10,AC
SP1,ST2S,AC6,AC
SP10,ST2S,AC6,AC
SP1a,ST2S,AC6,AC
SP2,ST2S,AC6,AC
SP2a,ST2S,AC6,AC
SP3,ST2S,AC6,AC
SP4,ST2S,AC6,AC
SP4a,ST2S,AC6,AC
SP4b,ST2S,AC6,AC
SP5,ST2S,AC6,AC
SP6,ST2S,AC6,AC
SP7,ST2S,AC6,AC
SP8,ST2S,AC6,AC
SP9,ST2S,AC6,AC
TH1,ST2S,AC13,AC
TH1a,ST2S,AC13,AC
TH2,ST2S,AC13,AC
TH2a,ST2S,AC13,AC
TH3,ST2S,AC13,AC
TH5,ST2S,AC13,AC
TH6,ST2S,AC13,AC
TH7,ST2S,AC13,AC
TH8,ST2S,AC13,AC
TH8a,ST2S,AC13,AC
TH9,ST2S,AC13,AC
CA1,ST2SB,AC10,AC
IH1,ST2SB,AC6,AC
IH1a,ST2SB,AC6,AC
IH2,ST2SB,AC6,AC
IH2a,ST2SB,AC6,AC
IH3,ST2SB,AC10,AC
IH4,ST2SB,AC10,AC
IH4a,ST2SB,AC10,AC
IH5,ST2SB,AC10,AC
IH6,ST2SB,AC10,AC
IH6a,ST2SB,AC10,AC
IH6b,ST2SB,AC10,AC
IH7,ST2SB,AC10,AC
IH8,ST2SB,AC6,AC
IH9,ST2SB,AC10,AC
KA1,ST2SB,AC10,AC
KA2,ST2SB,AC10,AC
KA3,ST2SB,AC10,AC
KA4,ST2SB,AC10,AC
MW1,ST2SB,AC10,AC
MW10,ST2SB,AC6,AC
MW11,ST2SB,AC6,AC
MW12,ST2SB,AC6,AC
MW2,ST2SB,AC10,AC
MW2a,ST2SB,AC10,AC
MW3,ST2SB,AC10,AC
MW4,ST2SB,AC10,AC
MW4a,ST2SB,AC10,AC
MW5,ST2SB,AC10,AC
MW6,ST2SB,AC10,AC
MW7,ST2SB,AC10,AC
MW8,ST2SB,AC10,AC
MW9,ST2SB,AC6,AC
OW1,ST2SB,AC2,AC
OW2,ST2SB,AC2,AC
OW3,ST2SB,AC2,AC
OW4,ST2SB,AC10,AC
SH1,ST2SB,AC10,AC
SH2,ST2SB,AC10,AC
SH3,ST2SB,AC10,AC
SH4,ST2SB,AC10,AC
SH5,ST2SB,AC10,AC
SH5a,ST2SB,AC10,AC
SH5b,ST2SB,AC10,AC
SH6,ST2SB,AC10,AC
SH7,ST2SB,AC10,AC
SH8,ST2SB,AC10,AC
SP1,ST2SB,AC6,AC
SP10,ST2SB,AC6,AC
SP1a,ST2SB,AC6,AC
SP2,ST2SB,AC6,AC
SP2a,ST2SB,AC6,AC
SP3,ST2SB,AC6,AC
SP4,ST2SB,AC6,AC
SP4a,ST2SB,AC6,AC
SP4b,ST2SB,AC6,AC
SP5,ST2SB,AC6,AC
SP6,ST2SB,AC6,AC
SP7,ST2SB,AC6,AC
SP8,ST2SB,AC6,AC
SP9,ST2SB,AC6,AC
TH1,ST2SB,AC13,AC
TH1a,ST2SB,AC13,AC
TH2,ST2SB,AC13,AC
TH2a,ST2SB,AC13,AC
TH3,ST2SB,AC13,AC
TH5,ST2SB,AC13,AC
TH6,ST2SB,AC13,AC
TH7,ST2SB,AC13,AC
TH8,ST2SB,AC13,AC
TH8a,ST2SB,AC13,AC
TH9,ST2SB,AC13,AC
CA1,ST3,AC11,AC
CA2,ST3,AC7,AC
IH1,ST3,AC7,AC
IH1a,ST3,AC7,AC
IH2,ST3,AC7,AC
IH2a,ST3,AC7,AC
IH3,ST3,AC11,AC
IH4,ST3,AC11,AC
IH4a,ST3,AC11,AC
IH5,ST3,AC11,AC
IH6,ST3,AC11,AC
IH6a,ST3,AC11,AC
IH6b,ST3,AC11,AC
IH7,ST3,AC11,AC
IH8,ST3,AC7,AC
IH9,ST3,AC11,AC
KA1,ST3,AC11,AC
KA2,ST3,AC11,AC
KA3,ST3,AC11,AC
KA4,ST3,AC11,AC
MW1,ST3,AC11,AC
MW10,ST3,AC7,AC
MW11,ST3,AC7,AC
MW12,ST3,AC7,AC
MW2,ST3,AC11,AC
MW2a,ST3,AC11,AC
MW3,ST3,AC11,AC
MW4,ST3,AC11,AC
MW4a,ST3,AC11,AC
MW5,ST3,AC11,AC
MW6,ST3,AC11,AC
MW7,ST3,AC11,AC
MW8,ST3,AC11,AC
MW9,ST3,AC7,AC
OF1,ST3,AC11,AC
OF2,ST3,AC11,AC
OF3,ST3,AC11,AC
OF4,ST3,AC11,AC
OF5,ST3,AC11,AC
OF6,ST3,AC13,AC
OF7,ST3,AC11,AC
OF8,ST3,AC11,AC
OF9,ST3,AC11,AC
OW1,ST3,AC3,AC
OW2,ST3,AC3,AC
OW3,ST3,AC3,AC
OW4,ST3,AC11,AC
SH1,ST3,AC11,AC
SH2,ST3,AC11,AC
SH3,ST3,AC11,AC
SH4,ST3,AC11,AC
SH5,ST3,AC11,AC
SH5a,ST3,AC11,AC
SH5b,ST3,AC11,AC
SH6,ST3,AC11,AC
SH7,ST3,AC11,AC
SH8,ST3,AC11,AC
SP1,ST3,AC7,AC
SP10,ST3,AC7,AC
SP1a,ST3,AC7,AC
SP2,ST3,AC7,AC
SP2a,ST3,AC7,AC
SP3,ST3,AC7,AC
SP4,ST3,AC7,AC
SP4a,ST3,AC7,AC
SP4b,ST3,AC7,AC
SP5,ST3,AC7,AC
SP6,ST3,AC7,AC
SP7,ST3,AC7,AC
SP8,ST3,AC7,AC
SP9,ST3,AC7,AC
TH1,ST3,AC14,AC
TH1a,ST3,AC14,AC
TH2,ST3,AC14,AC
TH2a,ST3,AC14,AC
TH3,ST3,AC14,AC
TH6,ST3,AC14,AC
TH7,ST3,AC14,AC
TH8,ST3,AC14,AC
TH8a,ST3,AC14,AC
TH9,ST3,AC14,AC
CA1,ST3B,AC11,AC
CA2,ST3B,AC7,AC
IH1,ST3B,AC7,AC
IH1a,ST3B,AC7,AC
IH2,ST3B,AC7,AC
IH2a,ST3B,AC7,AC
IH3,ST3B,AC11,AC
IH4,ST3B,AC11,AC
IH4a,ST3B,AC11,AC
IH5,ST3B,AC11,AC
IH6,ST3B,AC11,AC
IH6a,ST3B,AC11,AC
IH6b,ST3B,AC11,AC
IH7,ST3B,AC11,AC
IH8,ST3B,AC7,AC
IH9,ST3B,AC11,AC
KA1,ST3B,AC11,AC
KA2,ST3B,AC11,AC
KA3,ST3B,AC11,AC
KA4,ST3B,AC11,AC
MW1,ST3B,AC11,AC
MW10,ST3B,AC7,AC
MW11,ST3B,AC7,AC
MW12,ST3B,AC7,AC
MW2,ST3B,AC11,AC
MW2a,ST3B,AC11,AC
MW3,ST3B,AC11,AC
MW4,ST3B,AC11,AC
MW4a,ST3B,AC11,AC
MW5,ST3B,AC11,AC
MW6,ST3B,AC11,AC
MW7,ST3B,AC11,AC
MW8,ST3B,AC11,AC
MW9,ST3B,AC7,AC
OW1,ST3B,AC3,AC
OW2,ST3B,AC3,AC
OW3,ST3B,AC3,AC
OW4,ST3B,AC11,AC
SH1,ST3B,AC11,AC
SH2,ST3B,AC11,AC
SH3,ST3B,AC11,AC
SH4,ST3B,AC11,AC
SH5,ST3B,AC11,AC
SH5a,ST3B,AC11,AC
SH5b,ST3B,AC11,AC
SH6,ST3B,AC11,AC
SH7,ST3B,AC11,AC
SH8,ST3B,AC11,AC
SP1,ST3B,AC7,AC
SP10,ST3B,AC7,AC
SP1a,ST3B,AC7,AC
SP2,ST3B,AC7,AC
SP2a,ST3B,AC7,AC
SP3,ST3B,AC7,AC
SP4,ST3B,AC7,AC
SP4a,ST3B,AC7,AC
SP4b,ST3B,AC7,AC
SP5,ST3B,AC7,AC
SP6,ST3B,AC7,AC
SP7,ST3B,AC7,AC
SP8,ST3B,AC7,AC
SP9,ST3B,AC7,AC
TH1,ST3B,AC14,AC
TH1a,ST3B,AC14,AC
TH2,ST3B,AC14,AC
TH2a,ST3B,AC14,AC
TH3,ST3B,AC14,AC
TH6,ST3B,AC14,AC
TH7,ST3B,AC14,AC
TH8,ST3B,AC14,AC
TH8a,ST3B,AC14,AC
TH9,ST3B,AC14,AC
CA1,ST3C,AC11,AC
CA2,ST3C,AC7,AC
IH1,ST3C,AC7,AC
IH1a,ST3C,AC7,AC
IH2,ST3C,AC7,AC
IH2a,ST3C,AC7,AC
IH4,ST3C,AC11,AC
IH4a,ST3C,AC11,AC
IH6,ST3C,AC11,AC
IH6a,ST3C,AC11,AC
IH6b,ST3C,AC11,AC
IH7,ST3C,AC11,AC
IH8,ST3C,AC7,AC
MW1,ST3C,AC11,AC
MW10,ST3C,AC7,AC
MW11,ST3C,AC7,AC
MW12,ST3C,AC7,AC
MW2,ST3C,AC11,AC
MW2a,ST3C,AC11,AC
MW3,ST3C,AC11,AC
MW4,ST3C,AC11,AC
MW4a,ST3C,AC11,AC
MW5,ST3C,AC11,AC
MW6,ST3C,AC11,AC
MW7,ST3C,AC11,AC
MW8,ST3C,AC11,AC
MW9,ST3C,AC7,AC
OW1,ST3C,AC3,AC
OW2,ST3C,AC3,AC
OW3,ST3C,AC3,AC
SH1,ST3C,AC11,AC
SH2,ST3C,AC11,AC
SH3,ST3C,AC11,AC
SH4,ST3C,AC11,AC
SH5,ST3C,AC11,AC
SH5a,ST3C,AC11,AC
SH5b,ST3C,AC11,AC
SH6,ST3C,AC11,AC
SH7,ST3C,AC11,AC
SH8,ST3C,AC11,AC
SP1,ST3C,AC7,AC
SP10,ST3C,AC7,AC
SP1a,ST3C,AC7,AC
SP2,ST3C,AC7,AC
SP2a,ST3C,AC7,AC
SP3,ST3C,AC7,AC
SP4,ST3C,AC7,AC
SP4a,ST3C,AC7,AC
SP4b,ST3C,AC7,AC
SP5,ST3C,AC7,AC
SP6,ST3C,AC7,AC
SP7,ST3C,AC7,AC
SP8,ST3C,AC7,AC
SP9,ST3C,AC7,AC
TH1,ST3C,AC11,AC
TH1a,ST3C,AC11,AC
TH2,ST3C,AC11,AC
TH2a,ST3C,AC11,AC
TH6,ST3C,AC11,AC
TH7,ST3C,AC11,AC
TH8,ST3C,AC11,AC
TH8a,ST3C,AC11,AC
TH9,ST3C,AC11,AC
CA1,ST3CB,AC11,AC
CA2,ST3CB,AC7,AC
IH1,ST3CB,AC7,AC
IH1a,ST3CB,AC7,AC
IH2,ST3CB,AC7,AC
IH2a,ST3CB,AC7,AC
IH4,ST3CB,AC11,AC
IH4a,ST3CB,AC11,AC
IH6,ST3CB,AC11,AC
IH6a,ST3CB,AC11,AC
IH6b,ST3CB,AC11,AC
IH7,ST3CB,AC11,AC
IH8,ST3CB,AC7,AC
MW1,ST3CB,AC11,AC
MW10,ST3CB,AC7,AC
MW11,ST3CB,AC7,AC
MW12,ST3CB,AC7,AC
MW2,ST3CB,AC11,AC
MW2a,ST3CB,AC11,AC
MW3,ST3CB,AC11,AC
MW4,ST3CB,AC11,AC
MW4a,ST3CB,AC11,AC
MW5,ST3CB,AC11,AC
MW6,ST3CB,AC11,AC
MW7,ST3CB,AC11,AC
MW8,ST3CB,AC11,AC
MW9,ST3CB,AC7,AC
OW1,ST3CB,AC3,AC
OW2,ST3CB,AC3,AC
OW3,ST3CB,AC3,AC
SH1,ST3CB,AC11,AC
SH2,ST3CB,AC11,AC
SH3,ST3CB,AC11,AC
SH4,ST3CB,AC11,AC
SH5,ST3CB,AC11,AC
SH5a,ST3CB,AC11,AC
SH5b,ST3CB,AC11,AC
SH6,ST3CB,AC11,AC
SH7,ST3CB,AC11,AC
SH8,ST3CB,AC11,AC
SP1,ST3CB,AC7,AC
SP10,ST3CB,AC7,AC
SP1a,ST3CB,AC7,AC
SP2,ST3CB,AC7,AC
SP2a,ST3CB,AC7,AC
SP3,ST3CB,AC7,AC
SP4,ST3CB,AC7,AC
SP4a,ST3CB,AC7,AC
SP4b,ST3CB,AC7,AC
SP5,ST3CB,AC7,AC
SP6,ST3CB,AC7,AC
SP7,ST3CB,AC7,AC
SP8,ST3CB,AC7,AC
SP9,ST3CB,AC7,AC
TH1,ST3CB,AC11,AC
TH1a,ST3CB,AC11,AC
TH2,ST3CB,AC11,AC
TH2a,ST3CB,AC11,AC
TH6,ST3CB,AC11,AC
TH7,ST3CB,AC11,AC
TH8,ST3CB,AC11,AC
TH8a,ST3CB,AC11,AC
TH9,ST3CB,AC11,AC
CA1,ST3CS,AC11,AC
CA2,ST3CS,AC7,AC
IH1,ST3CS,AC7,AC
IH1a,ST3CS,AC7,AC
IH2,ST3CS,AC7,AC
IH2a,ST3CS,AC7,AC
IH4,ST3CS,AC11,AC
IH4a,ST3CS,AC11,AC
IH6,ST3CS,AC11,AC
IH6a,ST3CS,AC11,AC
IH6b,ST3CS,AC11,AC
IH7,ST3CS,AC11,AC
IH8,ST3CS,AC7,AC
MW1,ST3CS,AC11,AC
MW10,ST3CS,AC7,AC
MW11,ST3CS,AC7,AC
MW12,ST3CS,AC7,AC
MW2,ST3CS,AC11,AC
MW2a,ST3CS,AC11,AC
MW3,ST3CS,AC11,AC
MW4,ST3CS,AC11,AC
MW4a,ST3CS,AC11,AC
MW5,ST3CS,AC11,AC
MW6,ST3CS,AC11,AC
MW7,ST3CS,AC11,AC
MW8,ST3CS,AC11,AC
MW9,ST3CS,AC7,AC
OW1,ST3CS,AC3,AC
OW2,ST3CS,AC3,AC
OW3,ST3CS,AC3,AC
SH1,ST3CS,AC11,AC
SH2,ST3CS,AC11,AC
SH3,ST3CS,AC11,AC
SH4,ST3CS,AC11,AC
SH5,ST3CS,AC11,AC
SH5a,ST3CS,AC11,AC
SH5b,ST3CS,AC11,AC
SH6,ST3CS,AC11,AC
SH7,ST3CS,AC11,AC
SH8,ST3CS,AC11,AC
SP1,ST3CS,AC7,AC
SP10,ST3CS,AC7,AC
SP1a,ST3CS,AC7,AC
SP2,ST3CS,AC7,AC
SP2a,ST3CS,AC7,AC
SP3,ST3CS,AC7,AC
SP4,ST3CS,AC7,AC
SP4a,ST3CS,AC7,AC
SP4b,ST3CS,AC7,AC
SP5,ST3CS,AC7,AC
SP6,ST3CS,AC7,AC
SP7,ST3CS,AC7,AC
SP8,ST3CS,AC7,AC
SP9,ST3CS,AC7,AC
TH1,ST3CS,AC11,AC
TH1a,ST3CS,AC11,AC
TH2,ST3CS,AC11,AC
TH2a,ST3CS,AC11,AC
TH6,ST3CS,AC11,AC
TH7,ST3CS,AC11,AC
TH8,ST3CS,AC11,AC
TH8a,ST3CS,AC11,AC
TH9,ST3CS,AC11,AC
CA1,ST3CSB,AC11,AC
CA2,ST3CSB,AC7,AC
IH1,ST3CSB,AC7,AC
IH1a,ST3CSB,AC7,AC
IH2,ST3CSB,AC7,AC
IH2a,ST3CSB,AC7,AC
IH4,ST3CSB,AC11,AC
IH4a,ST3CSB,AC11,AC
IH6,ST3CSB,AC11,AC
IH6a,ST3CSB,AC11,AC
IH6b,ST3CSB,AC11,AC
IH7,ST3CSB,AC11,AC
IH8,ST3CSB,AC7,AC
MW1,ST3CSB,AC11,AC
MW10,ST3CSB,AC7,AC
MW11,ST3CSB,AC7,AC
MW12,ST3CSB,AC7,AC
MW2,ST3CSB,AC11,AC
MW2a,ST3CSB,AC11,AC
MW3,ST3CSB,AC11,AC
MW4,ST3CSB,AC11,AC
MW4a,ST3CSB,AC11,AC
MW5,ST3CSB,AC11,AC
MW6,ST3CSB,AC11,AC
MW7,ST3CSB,AC11,AC
MW8,ST3CSB,AC11,AC
MW9,ST3CSB,AC7,AC
OW1,ST3CSB,AC3,AC
OW2,ST3CSB,AC3,AC
OW3,ST3CSB,AC3,AC
SH1,ST3CSB,AC11,AC
SH2,ST3CSB,AC11,AC
SH3,ST3CSB,AC11,AC
SH4,ST3CSB,AC11,AC
SH5,ST3CSB,AC11,AC
SH5a,ST3CSB,AC11,AC
SH5b,ST3CSB,AC11,AC
SH6,ST3CSB,AC11,AC
SH7,ST3CSB,AC11,AC
SH8,ST3CSB,AC11,AC
SP1,ST3CSB,AC7,AC
SP10,ST3CSB,AC7,AC
SP1a,ST3CSB,AC7,AC
SP2,ST3CSB,AC7,AC
SP2a,ST3CSB,AC7,AC
SP3,ST3CSB,AC7,AC
SP4,ST3CSB,AC7,AC
SP4a,ST3CSB,AC7,AC
SP4b,ST3CSB,AC7,AC
SP5,ST3CSB,AC7,AC
SP6,ST3CSB,AC7,AC
SP7,ST3CSB,AC7,AC
SP8,ST3CSB,AC7,AC
SP9,ST3CSB,AC7,AC
TH1,ST3CSB,AC11,AC
TH1a,ST3CSB,AC11,AC
TH2,ST3CSB,AC11,AC
TH2a,ST3CSB,AC11,AC
TH6,ST3CSB,AC11,AC
TH7,ST3CSB,AC11,AC
TH8,ST3CSB,AC11,AC
TH8a,ST3CSB,AC11,AC
TH9,ST3CSB,AC11,AC
CA1,ST3L,AC11,AC
CA2,ST3L,AC7,AC
IH1,ST3L,AC7,AC
IH1a,ST3L,AC7,AC
IH2,ST3L,AC7,AC
IH2a,ST3L,AC7,AC
IH3,ST3L,AC14,AC
IH4,ST3L,AC11,AC
IH4a,ST3L,AC11,AC
IH5,ST3L,AC14,AC
IH6,ST3L,AC11,AC
IH6a,ST3L,AC11,AC
IH6b,ST3L,AC11,AC
IH7,ST3L,AC14,AC
IH9,ST3L,AC11,AC
KA1,ST3L,AC14,AC
KA2,ST3L,AC14,AC
KA3,ST3L,AC14,AC
KA4,ST3L,AC14,AC
MW1,ST3L,AC14,AC
MW10,ST3L,AC7,AC
MW11,ST3L,AC7,AC
MW12,ST3L,AC7,AC
MW13,ST3L,AC14,AC
MW2,ST3L,AC14,AC
MW2a,ST3L,AC14,AC
MW3,ST3L,AC14,AC
MW4,ST3L,AC14,AC
MW4a,ST3L,AC14,AC
MW5,ST3L,AC14,AC
MW6,ST3L,AC14,AC
MW7,ST3L,AC11,AC
MW8,ST3L,AC11,AC
MW9,ST3L,AC7,AC
OF1,ST3L,AC14,AC
OF2,ST3L,AC14,AC
OF3,ST3L,AC14,AC
OF4,ST3L,AC14,AC
OF5,ST3L,AC14,AC
OF6,ST3L,AC14,AC
OF7,ST3L,AC14,AC
OF8,ST3L,AC14,AC
OF9,ST3L,AC14,AC
OW1,ST3L,AC3,AC
OW2,ST3L,AC3,AC
OW3,ST3L,AC3,AC
OW4,ST3L,AC11,AC
SH1,ST3L,AC11,AC
SH2,ST3L,AC11,AC
SH3,ST3L,AC11,AC
SH4,ST3L,AC11,AC
SH5,ST3L,AC11,AC
SH5a,ST3L,AC11,AC
SH5b,ST3L,AC11,AC
SH6,ST3L,AC11,AC
SH7,ST3L,AC11,AC
SH8,ST3L,AC11,AC
SP1,ST3L,AC7,AC
SP10,ST3L,AC7,AC
SP1a,ST3L,AC7,AC
SP2,ST3L,AC7,AC
SP2a,ST3L,AC7,AC
SP3,ST3L,AC7,AC
SP4,ST3L,AC7,AC
SP4a,ST3L,AC7,AC
SP4b,ST3L,AC7,AC
SP5,ST3L,AC7,AC
SP6,ST3L,AC7,AC
SP7,ST3L,AC7,AC
SP8,ST3L,AC7,AC
SP9,ST3L,AC7,AC
TH1,ST3L,AC14,AC
TH1a,ST3L,AC14,AC
TH2,ST3L,AC14,AC
TH2a,ST3L,AC14,AC
TH3,ST3L,AC14,AC
TH4,ST3L,AC14,AC
TH6,ST3L,AC14,AC
TH7,ST3L,AC14,AC
TH8,ST3L,AC14,AC
TH8a,ST3L,AC14,AC
TH9,ST3L,AC14,AC
CA1,ST3LB,AC11,AC
CA2,ST3LB,AC7,AC
IH1,ST3LB,AC7,AC
IH1a,ST3LB,AC7,AC
IH2,ST3LB,AC7,AC
IH2a,ST3LB,AC7,AC
IH3,ST3LB,AC14,AC
IH4,ST3LB,AC11,AC
IH4a,ST3LB,AC11,AC
IH5,ST3LB,AC14,AC
IH6,ST3LB,AC11,AC
IH6a,ST3LB,AC11,AC
IH6b,ST3LB,AC11,AC
IH7,ST3LB,AC14,AC
IH9,ST3LB,AC11,AC
KA1,ST3LB,AC14,AC
KA2,ST3LB,AC14,AC
KA3,ST3LB,AC14,AC
KA4,ST3LB,AC14,AC
MW1,ST3LB,AC14,AC
MW10,ST3LB,AC7,AC
MW11,ST3LB,AC7,AC
MW12,ST3LB,AC7,AC
MW2,ST3LB,AC14,AC
MW2a,ST3LB,AC14,AC
MW3,ST3LB,AC14,AC
MW4,ST3LB,AC14,AC
MW4a,ST3LB,AC14,AC
MW5,ST3LB,AC14,AC
MW6,ST3LB,AC14,AC
MW7,ST3LB,AC11,AC
MW8,ST3LB,AC11,AC
MW9,ST3LB,AC7,AC
OW1,ST3LB,AC3,AC
OW2,ST3LB,AC3,AC
OW3,ST3LB,AC3,AC
OW4,ST3LB,AC11,AC
SH1,ST3LB,AC11,AC
SH2,ST3LB,AC11,AC
SH3,ST3LB,AC11,AC
SH4,ST3LB,AC11,AC
SH5,ST3LB,AC11,AC
SH5a,ST3LB,AC11,AC
SH5b,ST3LB,AC11,AC
SH6,ST3LB,AC11,AC
SH7,ST3LB,AC11,AC
SH8,ST3LB,AC11,AC
SP1,ST3LB,AC7,AC
SP10,ST3LB,AC7,AC
SP1a,ST3LB,AC7,AC
SP2,ST3LB,AC7,AC
SP2a,ST3LB,AC7,AC
SP3,ST3LB,AC7,AC
SP4,ST3LB,AC7,AC
SP4a,ST3LB,AC7,AC
SP4b,ST3LB,AC7,AC
SP5,ST3LB,AC7,AC
SP6,ST3LB,AC7,AC
SP7,ST3LB,AC7,AC
SP8,ST3LB,AC7,AC
SP9,ST3LB,AC7,AC
TH1,ST3LB,AC14,AC
TH1a,ST3LB,AC14,AC
TH2,ST3LB,AC14,AC
TH2a,ST3LB,AC14,AC
TH3,ST3LB,AC14,AC
TH4,ST3LB,AC14,AC
TH6,ST3LB,AC14,AC
TH7,ST3LB,AC14,AC
TH8,ST3LB,AC14,AC
TH8a,ST3LB,AC14,AC
TH9,ST3LB,AC14,AC
CA1,ST3LS,AC11,AC
CA2,ST3LS,AC7,AC
IH1,ST3LS,AC7,AC
IH1a,ST3LS,AC7,AC
IH2,ST3LS,AC7,AC
IH2a,ST3LS,AC7,AC
IH3,ST3LS,AC14,AC
IH4,ST3LS,AC11,AC
IH4a,ST3LS,AC11,AC
IH5,ST3LS,AC14,AC
IH6,ST3LS,AC11,AC
IH6a,ST3LS,AC11,AC
IH6b,ST3LS,AC11,AC
IH7,ST3LS,AC14,AC
IH9,ST3LS,AC11,AC
KA1,ST3LS,AC14,AC
KA2,ST3LS,AC14,AC
KA3,ST3LS,AC14,AC
KA4,ST3LS,AC14,AC
MW1,ST3LS,AC14,AC
MW10,ST3LS,AC7,AC
MW11,ST3LS,AC7,AC
MW12,ST3LS,AC7,AC
MW13,ST3LS,AC14,AC
MW2,ST3LS,AC14,AC
MW2a,ST3LS,AC14,AC
MW3,ST3LS,AC14,AC
MW4,ST3LS,AC14,AC
MW4a,ST3LS,AC14,AC
MW5,ST3LS,AC14,AC
MW6,ST3LS,AC14,AC
MW7,ST3LS,AC11,AC
MW8,ST3LS,AC11,AC
MW9,ST3LS,AC7,AC
OW1,ST3LS,AC3,AC
OW2,ST3LS,AC3,AC
OW3,ST3LS,AC3,AC
OW4,ST3LS,AC11,AC
SH1,ST3LS,AC11,AC
SH2,ST3LS,AC11,AC
SH3,ST3LS,AC11,AC
SH4,ST3LS,AC11,AC
SH5,ST3LS,AC11,AC
SH5a,ST3LS,AC11,AC
SH5b,ST3LS,AC11,AC
SH6,ST3LS,AC11,AC
SH7,ST3LS,AC11,AC
SH8,ST3LS,AC11,AC
SP1,ST3LS,AC7,AC
SP10,ST3LS,AC7,AC
SP1a,ST3LS,AC7,AC
SP2,ST3LS,AC7,AC
SP2a,ST3LS,AC7,AC
SP3,ST3LS,AC7,AC
SP4,ST3LS,AC7,AC
SP4a,ST3LS,AC7,AC
SP4b,ST3LS,AC7,AC
SP5,ST3LS,AC7,AC
SP6,ST3LS,AC7,AC
SP7,ST3LS,AC7,AC
SP8,ST3LS,AC7,AC
SP9,ST3LS,AC7,AC
TH1,ST3LS,AC14,AC
TH1a,ST3LS,AC14,AC
TH2,ST3LS,AC14,AC
TH2a,ST3LS,AC14,AC
TH3,ST3LS,AC14,AC
TH6,ST3LS,AC14,AC
TH7,ST3LS,AC14,AC
TH8,ST3LS,AC14,AC
TH8a,ST3LS,AC14,AC
TH9,ST3LS,AC14,AC
CA1,ST3LSB,AC11,AC
CA2,ST3LSB,AC7,AC
IH1,ST3LSB,AC7,AC
IH1a,ST3LSB,AC7,AC
IH2,ST3LSB,AC7,AC
IH2a,ST3LSB,AC7,AC
IH3,ST3LSB,AC14,AC
IH4,ST3LSB,AC11,AC
IH4a,ST3LSB,AC11,AC
IH5,ST3LSB,AC14,AC
IH6,ST3LSB,AC11,AC
IH6a,ST3LSB,AC11,AC
IH6b,ST3LSB,AC11,AC
IH7,ST3LSB,AC14,AC
IH9,ST3LSB,AC11,AC
KA1,ST3LSB,AC14,AC
KA2,ST3LSB,AC14,AC
KA3,ST3LSB,AC14,AC
KA4,ST3LSB,AC14,AC
MW1,ST3LSB,AC14,AC
MW10,ST3LSB,AC7,AC
MW11,ST3LSB,AC7,AC
MW12,ST3LSB,AC7,AC
MW2,ST3LSB,AC14,AC
MW2a,ST3LSB,AC14,AC
MW3,ST3LSB,AC14,AC
MW4,ST3LSB,AC14,AC
MW4a,ST3LSB,AC14,AC
MW5,ST3LSB,AC14,AC
MW6,ST3LSB,AC14,AC
MW7,ST3LSB,AC11,AC
MW8,ST3LSB,AC11,AC
MW9,ST3LSB,AC7,AC
OW1,ST3LSB,AC3,AC
OW2,ST3LSB,AC3,AC
OW3,ST3LSB,AC3,AC
OW4,ST3LSB,AC11,AC
SH1,ST3LSB,AC11,AC
SH2,ST3LSB,AC11,AC
SH3,ST3LSB,AC11,AC
SH4,ST3LSB,AC11,AC
SH5,ST3LSB,AC11,AC
SH5a,ST3LSB,AC11,AC
SH5b,ST3LSB,AC11,AC
SH6,ST3LSB,AC11,AC
SH7,ST3LSB,AC11,AC
SH8,ST3LSB,AC11,AC
SP1,ST3LSB,AC7,AC
SP10,ST3LSB,AC7,AC
SP1a,ST3LSB,AC7,AC
SP2,ST3LSB,AC7,AC
